QFunRegParamNorm,AverageQLoss,StdReturn,MaxEsReturn,AverageY,AverageForwardProgress,StdForwardProgress,MinEsReturn,AverageQ,MaxReturn,AverageAbsY,AverageAction,MinForwardProgress,AverageAbsQ,AverageEsReturn,StdEsReturn,Epoch,PolicyRegParamNorm,AveragePolicySurr,AverageAbsQYDiff,AverageReturn,AverageDiscountedReturn,MinReturn,MaxForwardProgress
14.1912,0.00130816,6.13275715808,41.7838495521,0.0256922898026,0.0848561805357,0.0495816947753,0.192303815803,-0.00807142,42.2433402586,0.0256922898026,0.000340187,-0.0373412287146,0.0081891,23.3073411553,8.77502498432,9,14.1287,-0.0207264,0.0337637133217,24.4863213506,16.5722217819,9.61306733453,0.227168471252
14.9813,6.9888e-05,10.892948783,93.5149164578,0.0586543405638,0.160490539919,0.0757374611303,0.166424213133,0.0585685,68.2901900889,0.0587346613932,0.988915,-0.0186947768895,0.0585793,45.6498623317,25.4983926365,10,15.1287,-0.101314,0.00475627590294,33.2612772983,21.8864540805,7.53862552081,0.408104705887
15.8953,0.000172063,13.1823318213,57.093202672,0.131583545579,0.0314248619233,0.0929120059198,4.33910687475,0.131484,72.0067940723,0.131583545579,0.992544,-0.0736715974086,0.131484,18.5054300401,13.6513761816,11,15.7143,-0.160413,0.00665745534493,10.6393602792,8.43631848752,-3.48293736303,0.46072768082
16.7573,0.0003248,28.8720340967,96.3737187962,0.187782152305,0.189111032884,0.200548028704,-2.34316816318,0.187689,116.841866453,0.187782152305,0.997401,-0.0774972851465,0.187691,25.9190864446,31.6980595947,12,16.0517,-0.20597,0.00892470088292,33.4555044322,23.3431327084,-4.45607390657,0.773801755964
18.021,0.000570998,3.87768799452,45.6907415741,0.235915283664,-0.0022848559831,0.0300463228353,1.66273795463,0.235782,18.9543738383,0.235917818191,0.994784,-0.0753867430729,0.235787,22.4736921088,14.3893110358,13,16.4732,-0.264363,0.0116059371976,5.89615671121,5.0254780863,-3.69967555519,0.0991480640003
18.8735,0.000679143,3.56755530133,13.286525545,0.266543979066,0.00210006532933,0.0272717337584,-4.29649831399,0.266437,15.8069541817,0.266551925539,0.946651,-0.0646637569572,0.266454,6.52689701416,3.71622320967,14,16.9239,-0.287057,0.0126564578345,5.84329328016,5.06107626316,-3.16066204106,0.0752641388582
19.8558,0.000961826,4.83815961861,108.003524877,0.312375940973,0.0187878371657,0.0365406106387,-1.23110455781,0.312281,24.5557935,0.312386030603,0.96614,-0.0817795601756,0.312298,29.0412635227,30.3211941333,15,17.3168,-0.333888,0.0149969495708,9.89164048805,7.92037587559,-3.25343605555,0.123236118235
20.6981,0.00131325,9.67210218197,102.728479589,0.364958765357,0.328417780948,0.0694197554585,-6.72878446107,0.364926,82.133903755,0.364987415866,0.951158,0.114512173385,0.364942,23.4558143719,28.8256056943,16,17.7487,-0.400841,0.0183347650941,58.877853576,33.7849221564,28.918835692,0.47922225209
21.6463,0.00182544,14.301456921,73.8080980712,0.432054169479,0.0978437387068,0.0979185575855,1.74726456858,0.431914,51.0802203638,0.432081120391,0.96075,-0.0660003370898,0.431952,34.2345886839,18.5414991159,17,18.0547,-0.484079,0.0218187375939,21.3552612087,15.8429165797,-2.4673704821,0.316248534938
22.5295,0.00218344,6.20914653356,45.6123479555,0.499088688877,0.0292849004584,0.0448970905748,0.544722792581,0.498952,39.7685703099,0.49911196302,0.947762,-0.0681917902788,0.499015,10.6740232866,10.0973106272,18,18.3389,-0.568201,0.0239773604136,10.5739519049,8.64269135126,-2.9379724391,0.240501336573
23.4742,0.00285889,3.4794483587,20.3959132697,0.572558182104,0.00105754178557,0.0269458521797,-1.1847269933,0.572425,14.0473062102,0.572580316941,0.952227,-0.0762204306519,0.572476,7.465437889,5.17539432289,19,18.6562,-0.663215,0.0278985355368,5.63759578356,4.89725529019,-4.6748916535,0.0685607398937
24.3408,0.00318448,4.32534138523,12.9183961985,0.639291311525,0.000264164631803,0.0340366703181,-1.34734412328,0.639177,16.7270697316,0.639339441925,0.948591,-0.133337587934,0.63925,6.74063028451,3.58340778768,20,18.8693,-0.686586,0.0296232400473,6.11668239555,5.27190063296,-10.2167784104,0.0841913218425
25.1501,0.00361587,13.7634649828,81.3129067385,0.689886381818,-0.0598603988616,0.121594217885,-24.5711172881,0.689743,47.8161349975,0.689935405736,0.910828,-0.474314209573,0.689819,12.0317519531,22.9985888625,21,19.1003,-0.738387,0.0318280563147,5.56723024452,4.88257980495,-42.5365632447,0.244693904792
25.8857,0.00413554,7.36802120272,49.343175964,0.729942743884,0.0112207973924,0.050643048765,-21.0482052119,0.729908,73.6637244414,0.73003517683,0.932143,-0.0995275084043,0.730006,3.77035298246,16.9040798268,22,19.303,-0.793614,0.0345586479309,8.51732804046,6.83131012342,-5.21571528394,0.447192533977
26.5996,0.0050058,5.3776789366,45.3121290672,0.77991641716,0.00147430860424,0.0398537179588,-11.9600521615,0.779805,52.5652237621,0.780025184037,0.935669,-0.0952370927052,0.779869,9.49075133432,13.0796063632,23,19.5412,-0.851381,0.0382560710178,7.09257973043,5.85684965517,-4.99350092492,0.305051348629
27.2564,0.00574455,16.0003219714,98.9847199281,0.837668218538,0.316680449723,0.1097828382,-1.77575384667,0.837496,92.898164394,0.83778504124,0.946246,0.00631171516579,0.837591,18.3067388901,21.3111462738,24,19.7405,-0.895366,0.041003675914,56.4636875923,33.3595845851,7.79579895867,0.536399195803
27.903,0.00596606,6.67740114355,87.3057903883,0.890742543589,0.105759635025,0.051275048338,-6.60272740081,0.89067,43.6707069134,0.890813621518,0.949649,-0.0291024317965,0.890759,20.3841999826,21.5581068797,25,19.8894,-0.955992,0.0426350137506,24.6733504066,18.0698136545,7.90247716217,0.250354887156
28.564,0.00661112,5.37286074454,33.1142703282,0.935272459247,0.0566968288453,0.040885677253,-1.20110802577,0.935157,33.506596381,0.93538143349,0.929675,-0.0564420412599,0.935249,13.5231902609,9.50814629613,26,20.0595,-1.00857,0.045819621662,16.9285751312,13.0670165611,2.32652975651,0.187895186499
29.1376,0.00759769,6.53003410454,45.8632841086,0.983228196215,0.0335911019641,0.0460319230505,2.42670573101,0.983109,38.5581003619,0.983407488028,0.964718,-0.0605349846317,0.983297,14.2436987985,8.93154532227,27,20.1885,-1.05649,0.0490656367739,14.1227825205,10.7312287249,0.443703893572,0.191818012491
29.7481,0.00777792,14.7951716007,32.5020693322,1.04475758753,0.195855984334,0.102195755052,3.27147628241,1.04462,71.3807683352,1.04490090429,0.970333,0.015372424321,1.04488,13.7461504986,6.98447549694,28,20.3479,-1.13608,0.0511115203081,38.0700935345,24.6231006251,12.5670878398,0.432027466383
30.3518,0.00867774,16.7158891065,72.5900072778,1.14144138735,0.262717200962,0.114104888564,10.2043886652,1.14123,77.2007682135,1.14151684958,0.978554,0.0114707583292,1.14136,50.497457118,18.6022122971,29,20.5283,-1.25124,0.0532210831672,47.803173577,29.7088573852,10.1918245797,0.463191280949
30.9403,0.010158,19.4173938745,73.7101534268,1.25440849253,0.17806200758,0.132630931453,6.85363736585,1.25408,80.3831380538,1.25449745088,0.982489,-0.0491731179838,1.25423,35.268158576,23.8959962398,30,20.6766,-1.34749,0.0575975478146,35.3055366838,22.784281072,2.74678799855,0.486543571413
31.5415,0.0113757,15.4547923766,73.1231279293,1.33606171977,0.214468147119,0.106731366587,5.42301639494,1.33571,73.897275288,1.33614441239,0.985051,-0.0113510793949,1.33582,36.8333284019,21.1627665019,31,20.8129,-1.43713,0.0611406922659,41.3956125143,26.0148886424,10.15760733,0.428808130923
32.1933,0.0109894,11.3641875978,85.4210145347,1.44385458492,0.391285456291,0.0777763929295,1.92614305842,1.44359,84.3852438018,1.44392306408,0.992784,0.0950657085732,1.44372,46.680392648,25.3953886007,32,21.0217,-1.54382,0.0619888194521,66.386164906,39.0662071035,22.4343804655,0.511487294944
32.8058,0.0135189,5.1361480086,82.0958028038,1.53297862559,0.0645061412407,0.0388494214485,14.2434021094,1.53268,41.0662065027,1.53306065778,0.982693,-0.0201059041013,1.53286,44.9224063062,25.8449228317,33,21.2733,-1.626,0.0660456821871,17.864717087,13.5469225144,7.06730321905,0.210255273011
33.4338,0.0159224,10.9690459502,41.9500038399,1.62113007706,0.11506378246,0.0757645479602,0.979650856142,1.621,58.4807280007,1.62123031676,0.973775,-0.0312267777509,1.62123,18.948975087,8.92645077212,34,21.4595,-1.72403,0.071096238514,27.3629481644,18.021040691,8.08278011055,0.333870362547
33.9473,0.0167664,17.7826728941,72.6633444967,1.69522464873,0.263163052071,0.124113085391,0.777067222487,1.69492,81.2776192232,1.69538905521,0.975812,-0.0575965553662,1.69516,27.8456360143,18.5202508942,35,21.6359,-1.79133,0.073953987954,45.2317779272,30.6591905849,-1.14362672704,0.514102376349
34.5202,0.0168726,11.2682998239,66.4486132165,1.76827701783,0.0580067320068,0.075748832143,1.44824589635,1.76803,50.5549991265,1.76841156711,0.976454,-0.0634392646467,1.76827,21.6834913379,17.9964422364,36,21.776,-1.86407,0.077529154356,15.474433361,11.7072216293,-2.11900383452,0.308592411683
35.1037,0.0192364,18.7409349783,45.1622888724,1.82734426383,0.131608909229,0.130100253029,0.368839600919,1.82704,101.671084867,1.82752677673,0.973147,-0.0657729030912,1.8273,21.130551448,14.2937210788,37,21.9237,-1.90956,0.0837910988436,26.1761700444,18.6882372274,-2.23135926683,0.661364218922
35.6813,0.0250634,18.9974808189,71.140872064,1.90990611781,0.140548988639,0.133912400939,2.5075986005,1.90962,97.2168642473,1.91011362739,0.978395,-0.0721267116693,1.90991,33.285643962,21.1168491707,38,22.068,-1.98311,0.0898859565711,27.1448614152,19.5435901835,-2.40519108006,0.643231164397
36.3259,0.0281251,12.4766604806,76.0419812375,1.96304468529,0.0695894903705,0.0878663351463,-0.573702568817,1.96256,57.8381383035,1.96336592941,0.978551,-0.0890760781384,1.96306,20.7613972087,18.6183352289,39,22.194,-2.03245,0.0953010346695,17.0263220726,12.861729926,-4.73834867675,0.36077201671
36.8225,0.0288032,13.9439945817,33.0711102867,2.01955838576,0.092456371242,0.0971770709193,0.56473784187,2.01931,63.1103239797,2.01992419613,0.97444,-0.0734389854091,2.01978,11.9976136372,7.81571989336,40,22.3448,-2.09957,0.0962973673936,20.1898360594,15.0753851146,-3.56747413527,0.386227792517
37.4038,0.0315543,16.3761898833,42.5830322142,2.08509971297,0.0798813463241,0.108937765805,-3.65606587227,2.08467,72.4677242293,2.08571095056,0.968405,-0.0660420256104,2.08548,14.3305586889,11.0369626299,41,22.4402,-2.17054,0.10239907541,18.5343191612,13.4466737571,-2.66694870177,0.453487551971
37.9712,0.0316532,12.9245872459,44.3454296099,2.11934619476,0.039801837086,0.0858890308431,4.48093873677,2.11891,54.2191985326,2.12000847823,0.967349,-0.0875460446643,2.11982,23.058830003,15.657013443,42,22.5395,-2.19846,0.105378593963,12.4078051216,9.36279426316,-5.21781953837,0.325280079529
38.5326,0.0354538,18.591386612,56.572926312,2.16136020441,0.213709516916,0.12983818554,2.95708164404,2.16072,91.7341860925,2.16234690995,0.96074,-0.0573502647453,2.16175,27.8734581459,17.5675681668,43,22.6234,-2.24347,0.108359299167,40.4678290575,26.5671710263,2.32784893713,0.575311907698
39.0827,0.0362909,16.0461917146,79.9380277124,2.21066419422,0.324513260739,0.109813586526,4.93312149082,2.2102,89.1292234837,2.21135232326,0.967199,0.0520725396491,2.21116,45.0328431714,25.6921629833,44,22.7128,-2.28294,0.111075105112,56.343195917,34.938693555,16.6404360432,0.549714729138
39.5756,0.0385895,14.8985236435,81.1462267188,2.28636205469,0.367746363202,0.103074739122,26.9331825005,2.28595,92.2268638919,2.28700512338,0.957535,0.0685131024175,2.28668,52.2976177598,16.4580525016,45,22.7914,-2.36494,0.114140272712,64.1261951694,36.5612110644,20.3386848708,0.544322284857
40.0752,0.035068,17.9444456721,76.7929994232,2.3456695134,0.255943808839,0.124105219516,7.67420508158,2.3452,77.8472448226,2.34632870455,0.959934,-0.0430225357669,2.34612,51.245653958,20.961219792,46,22.8833,-2.42168,0.115435063592,47.1485022845,28.9965354917,3.94613312578,0.481917133278
40.5955,0.0413585,15.513738928,62.4828642152,2.38924192626,0.241126621337,0.107285074719,4.20390958644,2.38866,78.9134828238,2.38988091908,0.967009,0.0368406320649,2.38947,35.764433486,16.4316566236,47,22.9667,-2.45745,0.120451524361,44.8817956883,28.1009094091,14.9947156688,0.493852833971
41.0939,0.0398564,11.6075250361,73.0284233864,2.4515182429,0.327423247909,0.0815335413657,22.0566995101,2.45092,90.9004049359,2.45197036961,0.972096,0.113439068058,2.45167,48.4738244738,14.557142876,48,23.0643,-2.51542,0.122150167751,58.0947957175,33.9311919072,26.9002272236,0.507848389683
41.5523,0.0394879,14.7399150933,68.391664623,2.48575468525,0.376084612161,0.105919889514,1.36067916734,2.48503,95.8175428373,2.48603959399,0.970012,0.0221593204508,2.48554,47.889796245,18.7184605282,49,23.1789,-2.55523,0.122705695056,65.6499564506,37.1089892823,16.2361813984,0.583395581212
42.0485,0.0422681,19.987270622,83.5513633221,2.5166484417,0.355846654791,0.13719761396,5.74635043124,2.51616,92.0813423416,2.51697249176,0.968823,-0.0804842672103,2.51672,50.6364550136,27.4467623126,50,23.2982,-2.59521,0.125513070258,62.4178767319,35.723812709,-0.436261598437,0.578541121556
42.5618,0.0482215,18.750062622,100.400989378,2.59046826939,0.181562346322,0.129967414856,2.18336865512,2.58974,88.4425060891,2.59092822992,0.959909,-0.042030863341,2.59042,58.0483636057,26.998981117,51,23.4287,-2.66856,0.130816924522,39.8334502245,23.4401625545,7.10010296874,0.514528663113
43.0511,0.0521225,18.6310771826,72.3605636398,2.65229868879,0.243357488557,0.127058284233,6.70350757393,2.65163,101.653765257,2.6527529381,0.975966,-0.113905977378,2.65236,38.7107954274,22.3122580809,52,23.5686,-2.80943,0.133556158865,48.8123405076,27.1080783525,5.50103407056,0.574528526336
43.5969,0.0569648,19.7919598367,91.5740712233,2.8000796088,0.174605606514,0.15098398069,0.599237180323,2.79923,87.5345661097,2.80074533976,0.960124,-0.163025644852,2.8001,44.2917236398,22.1036388972,53,23.6588,-3.00176,0.141299261014,39.8579464551,23.3751364494,-1.93674645916,0.529669646958
44.1305,0.0712706,30.0535915536,66.1627841641,2.94402562076,0.0999652309582,0.213734139433,3.96587770356,2.9427,121.445507688,2.94478252582,0.965873,-0.603822538294,2.94365,45.1961060765,18.3310310676,54,23.6935,-3.18771,0.161438131893,30.3393795679,15.5398971222,-52.1554919487,0.676086880554
44.6543,0.0801923,19.1702311455,144.961602252,3.1091966659,0.445250704171,0.140650707318,0.991228261019,3.10794,111.601600285,3.10973239059,0.963842,-0.20680278845,3.10879,37.0854603306,40.1271535035,55,23.7581,-3.34248,0.176726845538,76.2346365784,41.2699623993,2.93958284478,0.700807317131
45.1769,0.0991158,19.2814568092,85.6500226202,3.23573702628,0.292841382383,0.134469125174,28.0024155361,3.23464,99.7382316428,3.23634097659,0.969097,-0.0306235348012,3.23559,57.5860679398,17.8873068479,56,23.8382,-3.4259,0.188838329929,51.8570312984,31.7215966363,6.23003514077,0.614874217489
45.5944,0.0940356,28.847321798,77.0965152586,3.26562607547,0.368833065723,0.200855415422,29.4556151402,3.26413,100.371076669,3.26622859949,0.970421,-0.0540156626701,3.26516,53.127287907,15.9918899791,57,23.8647,-3.41662,0.185067680766,62.7973227292,37.0309239478,3.88157128883,0.646251835616
46.0122,0.0938086,6.10416944161,91.2023608477,3.32849785807,0.387001440689,0.0421378780487,2.94468406235,3.32706,78.2463897223,3.32906668684,0.968655,0.253278503108,3.3281,53.6271686666,26.9018094384,58,23.8858,-3.51849,0.182378786071,65.2319546301,39.2243670129,47.5252034835,0.486492316819
46.4377,0.0935668,19.024654055,77.2402296989,3.41056191123,0.247341028833,0.133047299527,45.6309285779,3.40869,86.671490881,3.41123488753,0.956578,0.0374488997055,3.40981,63.299726127,9.61006944571,59,23.8955,-3.59509,0.184137016955,44.4739958254,29.3400051731,14.9314016667,0.538371598114
46.8313,0.0930967,23.2551626766,79.2622505082,3.49784240121,0.291914778457,0.159320925795,10.8998699574,3.49678,92.6108575839,3.4982227686,0.959809,-0.0357377420294,3.4977,47.6080068086,18.7450999091,60,23.9251,-3.66767,0.187516529204,52.2067505652,31.7757907473,6.30534045075,0.575589688421
47.2302,0.0886143,5.84785201735,94.0376703091,3.56242949841,0.408721635232,0.0406790069524,11.6963452154,3.56122,88.24726977,3.56308995125,0.966235,0.302703942632,3.5625,66.7960141226,18.2150695903,61,23.9595,-3.7731,0.188998319905,69.0791475704,40.5077471369,56.9396663073,0.546518641023
47.693,0.106983,14.2456453272,89.5717419311,3.64259381573,0.422043369337,0.0997991311282,12.2401349375,3.64046,94.7021833543,3.64318893958,0.969021,0.146762969413,3.64194,63.8811504137,19.8827232681,62,23.98,-3.8565,0.199062950243,72.1549003603,40.4607844707,34.0055744416,0.602010929288
48.1301,0.111781,9.13648813518,106.962202686,3.80638537636,0.328484927491,0.0699448957166,21.5600210745,3.80514,76.9090494188,3.80710765039,0.97437,0.11467917993,3.8065,68.8135955086,22.5090862374,63,24.0282,-4.02729,0.201473305079,56.9693831256,35.7006872924,29.8485096018,0.467841805355
48.5715,0.118905,16.7517359587,99.4905373804,3.89444125806,0.408127256042,0.120084265567,17.2720542034,3.89287,104.790303009,3.89527305019,0.97106,0.16915977648,3.89457,69.3958418336,20.033985265,64,24.0803,-4.1045,0.200621096873,68.9491492137,40.4209269518,35.904640518,0.67013222442
48.9859,0.115649,20.196247812,98.9809862862,4.00384147141,0.385516819817,0.146634571086,32.6056912864,4.00244,103.491048101,4.00478930449,0.966275,0.029548055681,4.00403,59.3619342925,18.7735747886,65,24.1372,-4.22306,0.201130623534,66.9378903919,38.1847907536,20.6339250686,0.648503253523
49.3842,0.131685,18.9420081318,88.4393936893,4.12738712209,0.238813844861,0.134689149663,5.65311849755,4.12634,82.7956901143,4.1285182831,0.949907,-0.092353583669,4.12842,62.3407696583,25.7766019358,66,24.1856,-4.41433,0.209008435037,46.7871379695,26.9196901156,2.19350027444,0.502804889384
49.7735,0.130807,24.5673847917,61.2188727531,4.29812112445,0.108915959415,0.192369384549,5.23504063229,4.29655,86.0982754297,4.29903352754,0.949926,-0.521668090126,4.29832,43.5737871703,17.3394352622,67,24.2231,-4.59526,0.210883798974,31.1501546459,18.2046105895,-38.8489010224,0.496765258197
50.1855,0.152637,15.7834710676,62.3197173527,4.40362243362,-0.349134256425,0.127275494492,-31.335179561,4.40195,31.6792778749,4.40496582633,0.954447,-0.555652761149,4.40382,11.3983759026,28.2691403056,68,24.2897,-4.72249,0.221613759828,-29.5994971996,-14.0027201629,-55.9941862119,0.104307266278
50.5972,0.166321,17.0275619312,5.66462513717,4.54981754209,-0.304741515846,0.149250779698,-44.443297128,4.54847,12.0684883841,4.55059732279,0.95332,-0.535306940981,4.55003,-16.4155447197,19.1732925042,69,24.3697,-4.88719,0.228407561953,-25.6450158917,-12.6082652445,-52.6009621409,0.0230207577887
51.0372,0.167995,16.9574429129,42.8244732453,4.74158306535,-0.376787242431,0.139864469197,-101.571099119,4.73969,37.2713043104,4.74226659048,0.948711,-0.661880664724,4.7412,-23.4518296661,34.1928718685,70,24.4278,-5.05592,0.230532825094,-32.4868745703,-16.2684128187,-69.6340788574,0.156729299198
51.4862,0.162398,28.6446228915,41.3316434659,4.89390624238,0.0392431812134,0.208630495246,-66.7970505593,4.89217,85.8338737397,4.89490013951,0.939279,-0.498735619223,4.89386,-16.0463330556,24.7706059634,71,24.4574,-5.24778,0.235096781092,22.1229614843,12.6323137935,-49.7175914552,0.476679697389
51.9347,0.222749,30.8911466885,66.0520008183,4.92752046665,0.0443099195047,0.232540010798,-7.66818039275,4.92549,96.4862508861,4.92866164733,0.947159,-0.498921801073,4.92723,20.8017651551,20.2479868713,72,24.5283,-5.32018,0.250630177302,21.9609936426,13.3317828601,-48.0249506544,0.590270515681
52.3695,0.212306,19.7201518581,85.9023143498,5.1132969543,-0.167366880429,0.158018640828,-12.9159810257,5.11159,61.7108851694,5.11450140626,0.949234,-0.556003695992,5.11349,18.1611611091,28.5409244166,73,24.5892,-5.46417,0.252925909075,-7.12079917998,-2.5336965668,-53.0236017036,0.328143186611
52.8252,0.220991,13.6504198478,3.70681969059,5.2825608125,-0.153971216119,0.103523311347,-30.3855736996,5.28116,36.2542711879,5.28373708284,0.9468,-0.436696320322,5.28315,-9.54363533636,10.4277958135,74,24.6393,-5.67231,0.265248128938,-3.68203149451,-0.688082120645,-39.472197708,0.145402719323
53.2283,0.2765,19.7309740206,23.2905327231,5.43645145992,-0.0573431293566,0.158177729847,-42.8480515418,5.43424,57.6505947536,5.4378326421,0.945486,-0.525988996686,5.43623,-1.52128219969,17.3561291413,75,24.7014,-5.86748,0.276639038662,11.0424972484,8.20269258519,-48.2042101098,0.241304483134
53.6134,0.210666,17.762319176,52.780511643,5.60520165749,-0.214522398392,0.145836559087,-7.66348041887,5.60353,51.7305855841,5.60666122701,0.945784,-0.492047396017,5.60594,19.1248517447,15.6876119612,76,24.7397,-6.04448,0.275787384317,-9.95072118007,-2.92346676156,-40.35903543,0.219892397938
54.0077,0.334041,7.64784239374,90.9871393854,5.81447207491,0.240512024556,0.057146661362,-22.2077987743,5.81232,65.9874098853,5.81598427285,0.952527,0.0951952901698,5.81502,17.9915971088,30.9576467015,77,24.7802,-6.31829,0.294476943848,43.4222506668,28.8219091457,21.5675031819,0.413545745344
54.5237,0.374321,9.88063227259,50.7372359865,6.04528997781,0.184873445972,0.0714475585325,16.4223936812,6.04413,70.1892597241,6.04705514145,0.957186,0.0145708805179,6.04691,35.1539235671,10.5990039132,78,24.7967,-6.52892,0.309712402759,35.2971983596,24.1404328207,13.0587927597,0.404034741988
