Epoch,AverageY,MinForwardProgress,StdReturn,AverageEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageAbsY,AverageQ,MaxEsReturn,MaxReturn,AverageReturn,AverageForwardProgress,QFunRegParamNorm,AverageQLoss,MinEsReturn,AveragePolicySurr,MinReturn,AverageAction,StdEsReturn,AverageAbsQYDiff,MaxForwardProgress,PolicyRegParamNorm,StdForwardProgress
9,0.0256922898026,-0.0604818383174,6.61975305503,23.3073415671,0.00842728,17.2741665277,0.0256922898026,-0.00835577,41.7838495521,39.9392873692,25.5568184021,0.092072514653,14.1912,0.00132846,0.19222907815,-0.0205106,6.56859027864,0.000342561,8.77502484631,0.034048059617,0.210446807733,14.1287,0.0536214915702
10,0.0483707713296,-0.176144996019,5.25634381844,16.952399609,0.0486694,1.59362803124,0.0488358053527,0.0483154,71.6956718721,16.2892002254,0.91177196315,-0.0399597549163,15.006,0.000112119,-6.82504145397,-0.0768664,-16.1026748704,0.965108,17.079335587,0.00510924583692,0.0848746357654,15.0433,0.0432084814468
11,0.0984205557158,-0.115642844649,3.96550559284,5.43238972938,0.0985831,2.11530208296,0.0987247311632,0.0983418,19.8716902169,14.9779812648,1.75146241764,-0.0397642359072,15.7886,0.000120751,-6.83743616148,-0.124153,-8.07488098301,0.91091,6.07213012813,0.00583198204598,0.0599744315087,15.586,0.0312292086765
12,0.148636878896,-0.0341001220622,7.27731572131,18.4168436025,0.148997,14.0950374623,0.149126846358,0.148571,75.4024131799,41.8043459705,19.1138698134,0.0768186101413,16.7233,0.000227619,-6.60658167586,-0.179855,4.43954978393,0.991462,20.7032430437,0.00793521913636,0.232920649764,16.2217,0.0534808221659
13,0.199160225725,-0.0669438159374,5.73960958668,17.0008862298,0.199798,11.4214060581,0.199907771264,0.199095,27.1302074512,30.2037942098,15.147295966,0.0499111637255,17.6499,0.000393753,3.31459978183,-0.223594,-0.637050423773,0.994038,6.89228706955,0.0103052432675,0.161393492505,16.4338,0.0427775888351
14,0.242878685519,0.00617072396817,16.5564213955,17.1734047185,0.243689,28.1672833384,0.243800578516,0.242808,27.1935866057,81.6601345671,40.912640162,0.228966697414,18.5272,0.000548843,6.01962509036,-0.264898,10.5426669649,0.956259,5.95326005219,0.0117780279603,0.506547926795,16.5239,0.116766608826
15,0.28998920506,-0.0495568266284,6.3712894581,29.6033563165,0.290769,18.2936599328,0.290890371952,0.289898,63.9355390978,38.8865183341,24.3107174167,0.102049352714,19.4739,0.000853963,6.09325948045,-0.319955,5.66402017126,0.992634,13.9837410236,0.0146728145576,0.215257833509,16.9457,0.049511982105
16,0.344294471803,0.0250785803512,12.2712272295,23.7073878512,0.344901,26.3931565538,0.345052232126,0.344145,37.671619955,72.1847023633,38.9660324224,0.212820034995,20.2973,0.000957744,10.3256868659,-0.372182,13.2372299818,0.982343,5.7747547937,0.0159087013539,0.441504711403,17.2616,0.0871551588522
17,0.395435742833,0.0591598906744,12.9128776999,47.6482611002,0.395814,28.4051925315,0.395905691124,0.395333,85.39199248,80.3780118294,43.4164144515,0.226420347364,21.1573,0.00123539,9.38613342555,-0.417893,19.8264574678,0.989461,24.1884161812,0.0186221973364,0.453898057629,17.691,0.0882479306031
18,0.447890111779,0.0953222908531,13.1238964579,56.2500632393,0.447929,33.9127033479,0.448128839395,0.447687,83.8941713278,88.1169444162,55.8453228396,0.306042786215,21.9453,0.00149905,31.8016982261,-0.471477,28.3614515619,0.989147,19.4965496729,0.0199519659205,0.562516315864,17.9197,0.0950134127064
19,0.497192300787,0.0718728276556,12.015857456,49.3283887235,0.497202,32.6470095565,0.49737145816,0.497024,61.7018549906,78.6228879251,52.3102485963,0.286957736764,22.6825,0.00165037,15.5517411794,-0.50964,22.7714777487,0.987929,11.9716774833,0.0210920166636,0.476448344595,18.2538,0.0893317665501
20,0.543881291526,-0.428792752554,7.02042667565,33.5707977776,0.543824,-15.51523707,0.544034719573,0.543673,71.0983251947,-0.883243279864,-24.4305100446,-0.272532480801,23.4944,0.00167648,-9.18781871888,-0.589733,-42.774478065,0.973857,26.3568835223,0.0223610651625,-0.0731487686865,18.5133,0.0604604731366
21,0.614345226595,0.0431095576022,13.9297251756,1.75972901604,0.614583,34.6437821276,0.614817471099,0.614183,85.8483242429,98.7100653676,67.5790482535,0.371180056606,24.3034,0.00235549,-69.5433524883,-0.674576,24.4437572182,0.992895,42.7932878445,0.0268047420946,0.560633618521,18.8236,0.0983769940329
22,0.691027323142,0.0811102456898,12.1798805957,51.6364478605,0.691444,29.5771503087,0.691601407252,0.690872,73.8319236104,84.7482218016,46.0366146318,0.250508858844,25.02,0.00281601,21.4551985983,-0.729798,20.761502112,0.98205,13.2629897043,0.0289707961442,0.50197520741,19.0304,0.0825155777161
23,0.756996805801,0.124746395122,13.0834869115,40.9181586492,0.757696,36.5350474571,0.757841612554,0.756784,63.5441500084,90.1199531845,62.0115132775,0.356639310887,25.682,0.00283352,20.4192565943,-0.795271,28.1451531147,0.979058,12.7009167103,0.0294357157563,0.558042441992,19.1594,0.0927165256505
24,0.81249478262,-0.0354004706392,7.81985949055,33.8918450157,0.813395,22.6670282984,0.81354027829,0.812253,57.7265550797,65.3355291866,32.472769497,0.161251384529,26.3728,0.00305525,15.9621199182,-0.867002,7.80191321494,0.981493,11.1266556653,0.0317931595505,0.38222121934,19.3854,0.0564547394575
25,0.878872224187,-0.0713591386005,8.22388758794,13.7117473919,0.879764,9.26635849784,0.880006119631,0.878537,37.0149663236,34.1483177453,12.2917427384,0.029985383693,27.1397,0.00392374,-3.79329591712,-0.948291,-1.7896210623,0.968509,10.634473962,0.0356119971615,0.18181421094,19.6625,0.056206600524
26,0.93849278088,-0.0800824956121,5.17377954867,9.71889665327,0.939181,6.52114615413,0.939488718632,0.938146,37.216036503,23.4979758496,7.95552896764,0.00587643917665,27.9914,0.00449324,-1.92079896219,-1.01096,-3.81188800928,0.984842,9.12389845428,0.0379740823449,0.117247542474,19.9022,0.0379043197614
27,1.01689557578,-0.111320087299,5.29113780165,7.59283904215,1.01758,5.95491781281,1.0177560382,1.01666,16.0419531049,31.6751713198,7.26711915988,-0.000626911171358,28.6236,0.00480212,-0.637666527583,-1.08955,-6.94809882176,0.977095,4.59097953212,0.0394969982872,0.171966731883,20.0517,0.0388305384642
28,1.0865770194,-0.0977241722853,8.97857515337,9.1959904009,1.08728,7.81027204565,1.08745394833,1.08629,34.5793734963,44.1546575372,10.1837318738,0.0165312747532,29.2549,0.00541334,0.330373132566,-1.17427,-5.73910566379,0.983146,7.22601981827,0.0421509673027,0.251438389736,20.2373,0.0607669122486
29,1.16482086147,-0.0996345120807,8.13292027201,8.44919480587,1.16571,7.68995160303,1.16580541589,1.16459,30.0393624429,40.0901661531,9.87070052587,0.0160889672151,29.9365,0.00617071,0.324105621341,-1.24472,-5.12839355424,0.985224,8.00020583145,0.0437690881821,0.227362622342,20.4139,0.05478434921
30,1.22583053705,-0.0970974577021,8.20817843737,10.0761846458,1.22652,7.95394001434,1.2266890769,1.22554,33.1362077589,33.3272791485,10.4443708623,0.0170073870581,30.4977,0.00635957,0.644922891658,-1.29132,-5.5658600632,0.985523,8.41431265662,0.0442880973701,0.172978092329,20.608,0.0560249728814
31,1.26933669326,-0.0867381699801,4.76385519054,8.41673063259,1.27024,5.60060406248,1.27032068653,1.26912,24.6200701119,22.674098401,6.71969663333,-0.00108264534244,31.093,0.00686275,-0.374838633095,-1.3371,-4.75039760489,0.982298,5.37324981824,0.0470176569101,0.10126977761,20.8753,0.0359031828465
32,1.30962094444,-0.0948762474365,4.52045469105,7.72952819237,1.31034,5.33245615635,1.31037689138,1.30942,15.6147137112,18.3428224614,6.34098359801,-0.00245055016215,31.7449,0.00746271,-3.87374467932,-1.3532,-5.6033123221,0.981414,4.32444853819,0.0485564181425,0.0900125323801,21.0961,0.0350228915541
33,1.34043270006,-0.113884054228,4.8256773825,5.51834974061,1.34113,5.72114745206,1.34115225109,1.34022,12.819128839,18.8958674855,6.8092707167,0.00105333528481,32.2663,0.00758661,-0.955066765221,-1.38555,-8.00358356518,0.983928,3.75518794014,0.0488293337673,0.0992130865153,21.3099,0.0374760453719
34,1.36710327584,-0.0868914603719,4.76258712539,6.52393184767,1.36801,5.39143614916,1.36794873142,1.36692,16.6992214523,24.1247893903,6.5314215567,-0.00366266310834,32.8406,0.0076167,-2.65049208532,-1.42877,-4.02701108571,0.976935,4.49542573288,0.0494858407701,0.105188377626,21.5238,0.0352149255897
35,1.40527150129,-0.0764320688694,4.27786140804,8.12493050038,1.40622,5.88113040039,1.40622608224,1.40499,19.539563903,21.5566935138,7.05253289707,0.00162977326823,33.3838,0.00773558,1.69400715908,-1.43731,-2.99094032886,0.984592,4.32523125297,0.0504467574946,0.117286848337,21.7085,0.0330751927145
36,1.41769822851,-0.119145842736,4.46025673908,6.19980168248,1.41865,5.832192427,1.41862026526,1.41744,13.2579586444,20.9848753032,6.9418218325,0.00193543162369,33.9116,0.0077517,-0.10060644478,-1.45238,-8.47217705714,0.979374,4.07262555106,0.049572368812,0.110422844399,21.8483,0.0348421085498
37,1.43038325952,-0.0993180958823,7.38962957539,6.90294904029,1.4314,7.73963988383,1.43114778119,1.4303,21.0535204998,37.0045014904,10.0166328419,0.0147170113195,34.441,0.00791467,-1.39072859561,-1.47059,-5.8918445475,0.975156,4.98378537083,0.0500494510321,0.195050821687,21.9653,0.051474974488
38,1.46071533427,-0.0726547444803,4.11382169393,8.73265339001,1.46156,5.80173637561,1.46133261267,1.46055,31.6444474284,20.5253288982,6.94137116368,0.00116465000302,34.9369,0.00977492,-0.747144572319,-1.50295,-2.90668703579,0.969994,7.69148822312,0.0512761538279,0.0925178016704,22.0889,0.0308252703454
39,1.47746098041,-0.107186228982,4.6301997416,6.73930599907,1.47838,5.42364689116,1.47815867459,1.4773,17.4657001884,21.9069098424,6.43990498217,-0.00121145577598,35.4682,0.0110765,-3.68410467066,-1.54104,-7.47376916837,0.974249,5.01473244306,0.0530489342735,0.118271008647,22.2241,0.0355672281767
40,1.51248935995,-0.0861575556592,4.38519375801,5.37899168031,1.51341,5.71295110272,1.51310428856,1.51236,11.5562956738,31.5161752005,6.77126344784,0.00234514575439,35.9704,0.0117033,-1.64185951811,-1.55414,-4.76583341498,0.967157,3.2529158403,0.0531196721459,0.168022977674,22.3182,0.033164493832
41,1.53541819177,-0.0908678977008,4.21730364719,6.44277244546,1.53649,5.39750582853,1.53626619473,1.53526,15.4601907245,16.2190191305,6.36967167817,4.61329173403e-05,36.5295,0.0118912,-4.17380479836,-1.57497,-5.2204284035,0.984257,4.78165899454,0.0541462612791,0.0772146524887,22.4686,0.0324370031045
42,1.55162422235,-0.0875829601612,4.14703358531,7.37023747264,1.55252,5.58122860732,1.55238878742,1.55144,14.4420847753,17.3638551199,6.58671794028,0.00179400209924,37.0516,0.0116211,-1.74603333034,-1.60032,-5.088897514,0.974355,4.14762394322,0.0542162897117,0.082069649912,22.6262,0.0318049880692
43,1.58103434306,-0.078248948031,4.16231583423,5.17380121227,1.58198,5.27730296195,1.58179124775,1.58086,15.6453057663,16.789936259,6.23313348875,-0.00147351345662,37.5998,0.0113493,-3.41839409627,-1.62949,-3.96417508455,0.978252,4.90202813431,0.0546322590669,0.0780300339311,22.7719,0.032108944526
44,1.59513243836,-0.107970933497,8.5543237476,6.32792678024,1.59611,7.72602266533,1.59587755495,1.5949,18.2376437575,49.1977851014,10.0134587469,0.0170858375932,38.1473,0.01417,0.840883612046,-1.64417,-7.29460718317,0.976851,4.263674334,0.0572416155724,0.257659257815,22.931,0.058140636096
45,1.64034130655,-0.0903271283592,12.0392026394,13.9525017905,1.64153,9.34659829576,1.64116170336,1.64036,51.219399214,54.2690540263,12.8692308068,0.0352816784146,38.6583,0.013899,-4.86681597608,-1.70841,-5.17679404625,0.972364,13.8008068305,0.0575062469156,0.299558807526,23.0688,0.0767693232234
46,1.65558365922,-0.0970471343477,5.62550997819,6.52723001232,1.65671,5.82951887963,1.65645995817,1.65547,20.121728008,38.8229869501,7.07670541026,-0.000945973705718,39.14,0.0139324,-6.03073005567,-1.70194,-6.05032612121,0.981593,6.40488551867,0.0587681145235,0.213677032826,23.1379,0.0386282353693
47,1.66465379007,-0.097533306413,6.76756123541,7.82868806718,1.66596,5.95609447673,1.66560464859,1.66453,25.5578278132,47.4200286979,7.3796388507,0.00120815258921,39.6556,0.0159783,-0.482611947716,-1.69013,-5.90563592873,0.9811,5.89887931781,0.0603020192717,0.265641616013,23.2341,0.0461597919464
48,1.66353076306,-0.0760374099456,6.2522305691,8.23782557943,1.66479,6.55653052661,1.66465057936,1.66331,23.9784585465,42.5528966185,8.10614533631,0.00639596597722,40.2338,0.0158373,-0.655165731484,-1.69793,-3.4941352374,0.968953,6.0813833399,0.0629545378887,0.237208001483,23.3603,0.0437532620035
49,1.67751357774,-0.0821572473416,4.18592022767,7.16093169296,1.67881,5.7837442288,1.67863414082,1.67736,26.69840795,19.0759624952,6.88061015717,0.00175736065335,40.7023,0.0158669,-7.54264112012,-1.72966,-3.8614680199,0.961475,6.79645182276,0.0620545218562,0.0865322485113,23.485,0.0323047213357
50,1.71440847072,-0.0739120107017,4.97182566341,6.84754882265,1.7158,6.2232606239,1.71557888988,1.71433,16.0086194534,28.4469998515,7.56711399848,0.00355462898153,41.1629,0.0160281,0.122063836987,-1.75663,-3.00607001252,0.969911,4.27925488277,0.0619723332329,0.126017074136,23.6023,0.036060596406
51,1.72300908929,-0.103298206669,4.7635205505,6.49924307527,1.72454,5.59485865925,1.72420636153,1.72301,13.1034846647,28.7159182143,6.66459299193,-0.00068300010432,41.6399,0.0124758,-4.81269707215,-1.7608,-5.27596855267,0.968615,4.34968207473,0.0596749536468,0.147335574986,23.7133,0.0367894515165
52,1.73914596152,-0.109907323177,4.26329256044,6.03257662541,1.74042,5.64221262328,1.74016357681,1.73909,13.356473326,18.8213706914,6.73562113354,-0.000513314949282,42.1214,0.0127769,-3.07500595206,-1.78078,-7.27886930924,0.979,4.36170820058,0.0607742687236,0.0924341356076,23.8347,0.0332018333746
53,1.75127555029,-0.0832981577152,4.15756533962,6.67553017808,1.75261,5.86047637747,1.75232631255,1.75118,19.2236857092,19.6195463504,6.97754387067,0.00213628963447,42.6223,0.0199002,-3.09234945379,-1.78848,-3.86689876071,0.982711,5.23260815546,0.0659535256329,0.0965159843411,23.924,0.0322619876244
54,1.76172301674,-0.119798764414,4.48644939565,6.80743756369,1.76308,5.33592000677,1.76274888394,1.76164,14.7990673987,20.9964057228,6.35935865559,-0.00285894674988,43.0932,0.0161809,-1.6097242491,-1.79118,-8.6504511632,0.976974,3.90169117226,0.0622759915092,0.109763684008,24.0276,0.0347552914033
55,1.74288251935,-0.0923556539125,4.14605281807,5.6028186838,1.74422,5.37407628795,1.74401670032,1.74267,11.1577091537,18.0490939232,6.3913613447,-0.00219696568179,43.5537,0.0204326,-5.68340993492,-1.77049,-4.82622181587,0.977126,3.70933825333,0.0657921851056,0.0831584565004,24.1578,0.032023344961
56,1.75023707815,-0.0985245951535,4.17287229724,7.32283397698,1.75143,6.05348767862,1.75114780472,1.75007,15.1112999233,20.9119675846,7.21661883476,0.00385661144314,44.0705,0.016231,-3.74880205276,-1.78305,-5.88541963003,0.976222,4.74909748184,0.0647269050188,0.109166761034,24.2669,0.0322982876311
57,1.75427295657,-0.0720123031621,4.39620513787,5.57400607352,1.75568,5.73581491273,1.75540207823,1.75414,13.1502772276,19.3426260565,6.81311876191,0.00143191245427,44.5529,0.0144117,-5.30630090575,-1.79359,-2.61871971483,0.984654,4.64934826781,0.0637874661378,0.0957216379513,24.3875,0.034067043768
58,1.76301139447,-0.0780054062574,4.19417776505,6.8235072748,1.76416,5.63625688974,1.76398483387,1.7628,15.5453525518,19.1689535145,6.69771745731,0.000330786462106,44.9709,0.0235088,-0.549571606838,-1.80009,-3.2450905505,0.983373,4.2259687061,0.0685246526599,0.0967286181357,24.4705,0.0325964950327
59,1.75754303558,-0.0837796877202,5.88967259557,6.47493426149,1.75916,6.28460207712,1.75846837066,1.75764,21.2916185773,43.5413576505,7.69218517846,0.00527504179743,45.4046,0.022917,-2.59756880936,-1.78814,-4.0001757728,0.979945,4.95230255531,0.0685587381636,0.237600849315,24.5752,0.0415496731644
60,1.7674368896,-0.0837789691269,5.36984918998,6.66762016999,1.7687,6.35517117645,1.76848332184,1.76717,19.7896522631,42.9232800735,7.73414505433,0.00520802396755,45.8709,0.0201036,-9.6413050233,-1.79153,-3.97216922672,0.979272,5.76187216273,0.0683882674544,0.226074058475,24.6779,0.0393988712592
61,1.76355328183,-0.0867898560616,8.05288144495,6.55179815726,1.76511,7.11202672194,1.76462964633,1.76345,13.0510184427,46.1616837816,9.12255147751,0.0110848533646,46.303,0.0173357,-2.40040452841,-1.79458,-4.34288537392,0.976747,3.79939634132,0.0667386169003,0.265338224048,24.7923,0.0554989406312
62,1.76287903463,-0.0954229843472,5.23442643929,8.37489403422,1.76392,6.73135254769,1.76380086045,1.76262,16.3171307107,30.24491248,8.26930940468,0.00658816112116,46.7279,0.0177438,-0.149508463057,-1.79521,-4.26477136681,0.979531,3.73016302439,0.067117241482,0.14971567405,24.8974,0.0393518473508
63,1.75690419144,-0.0825283607749,4.22138719317,5.35211817437,1.75825,5.67552654434,1.75794902049,1.75679,15.7650592099,17.6414285195,6.73107471815,0.0013073354095,47.1438,0.0197993,-6.42861747702,-1.80063,-4.39799254238,0.983955,4.2349294226,0.0686279011518,0.0841505999945,24.9962,0.0329888993696
64,1.79591669284,-0.140729516082,4.58582140482,5.4273623164,1.79721,5.29938145704,1.79701046238,1.79567,20.0765817381,19.4744409563,6.29400773569,-0.00257468679491,47.5689,0.0238405,-2.19164406566,-1.85041,-11.6405392127,0.985617,4.78576678497,0.0712179442112,0.100294325288,25.1047,0.0355240466083
65,1.81611649124,-0.0967729233447,4.35475123647,8.02227624133,1.81727,5.53070820035,1.81706330062,1.81578,21.9112180777,19.4864831979,6.59693971413,-0.0012040755546,48.1031,0.0250939,1.12262129376,-1.86416,-5.6012411032,0.982862,4.29217436332,0.0724234771823,0.0907253719156,25.2164,0.0336699484316
66,1.81094867649,-0.0870320934245,4.61225791122,6.22524166575,1.81242,5.87916081512,1.81185430856,1.81088,16.2086308982,20.172037376,7.00447019059,0.00219345546865,48.5302,0.0200752,-1.59803431075,-1.85887,-4.36770144631,0.982152,3.8710558567,0.0715040466318,0.102976366458,25.3243,0.036032650808
67,1.81672868356,-0.0899295802502,4.34676861346,5.31606920204,1.81794,5.41834114718,1.81759551252,1.81641,13.1793921373,21.4532407096,6.475833417,-0.00279257111936,48.9524,0.0235992,-3.2503383747,-1.85483,-4.74941685935,0.978948,4.32415164083,0.0730666913723,0.113099752723,25.4272,0.0335965537873
68,1.83175117866,-0.0729629157129,3.94837411425,6.50016831342,1.83297,5.60798166229,1.83256006675,1.83157,13.9235938386,17.3841760823,6.62296135417,0.00180716821218,49.3208,0.0217981,-2.7475866715,-1.87397,-3.08320835434,0.97372,4.80069707695,0.0719506649951,0.0834283576585,25.5722,0.0303956680368
69,1.84427879699,-0.0725295310873,4.25508724423,6.80341535829,1.8453,5.67901999618,1.84517316105,1.8439,14.366391888,18.6078966978,6.68884258739,0.00310234351873,49.7818,0.0235693,-3.23156159898,-2.01626,-2.95019767141,0.972883,4.32348445161,0.0760256309231,0.0926150699788,25.6727,0.032826312448
70,1.94779936204,-0.0858735230033,4.08432435736,7.09957194982,1.94833,5.43338715971,1.94843320104,1.94709,18.5705838626,17.4624107014,6.40960559384,0.000394952221881,50.3069,0.0339417,-0.87081512907,-2.07439,-4.75687541425,0.983321,4.02810299685,0.0863406301559,0.0856422774213,25.7873,0.0315369579761
71,1.9875077694,-0.0832837152215,4.09779976682,5.7727941078,1.98853,5.41094452614,1.98808182642,1.98715,11.6139229552,16.9471268729,6.40618753775,-0.000773684212032,50.7949,0.0284501,-2.84724509326,-2.07158,-4.0502046497,0.983783,2.97456035157,0.0860081683258,0.0817464655637,25.8268,0.0318537705356
72,1.9818754477,-0.108471586067,4.48430366401,7.07291052896,1.98317,5.78420550708,1.98270775364,1.98159,15.5639799381,20.8591600988,6.87001990636,0.00211686148599,51.2187,0.0308994,0.233079038083,-2.02188,-6.75456286698,0.987572,4.47307900032,0.0861700576807,0.107862506027,25.882,0.0347783059956
73,1.96231540858,-0.0877089274695,4.29844680416,8.29768779885,1.96343,5.44288231212,1.96315684263,1.96197,16.2764824457,17.2896907427,6.45437546719,-0.000791894443344,51.6385,0.0267168,-1.75760918008,-2.00073,-4.64678693006,0.991445,4.58604765153,0.0855229729216,0.0844283107141,25.9316,0.0333001277942
74,1.96463606214,-0.123151074359,4.49209505967,4.89969089866,1.96619,5.29488206788,1.96557834089,1.96434,16.0201311531,18.0332527367,6.28519051528,-0.00250341707848,52.0553,0.0310506,-7.58185166176,-1.98947,-9.59463778826,0.988816,4.35673564568,0.0877065234039,0.0867264951132,25.9925,0.0349026030529
75,1.96912800505,-0.105743805468,4.63578832056,7.98312511679,1.97127,5.62617770357,1.97056549984,1.96889,17.5271185414,19.7464458108,6.68283270509,0.000434191778781,52.4812,0.034383,-2.52612045724,-2.01457,-6.74810206763,0.98668,4.66630270461,0.0897993072691,0.0994901636529,26.0425,0.0361405263384
76,1.99260992339,-0.0861659313487,4.34288171677,6.0696247472,1.99497,5.4280196449,1.99438730276,1.99232,13.7640232226,17.7150200023,6.44273834945,-0.00116075730944,52.9358,0.0492621,-0.43640621918,-2.04432,-4.80777985406,0.987285,4.00809283929,0.0951702533673,0.0877198616881,26.1176,0.0335556165626
77,1.97492789228,-0.111964636282,4.16392732094,6.97154653544,1.97795,5.36574473681,1.97710137055,1.9748,12.3387903665,20.1882830958,6.33099585459,-0.000100540146976,53.3718,0.0336637,0.478035334456,-2.02429,-7.87965599737,0.980156,3.24530124169,0.0927299443133,0.104062859334,26.1835,0.0318698163254
78,1.98738087013,-0.0867198182977,4.36768615821,7.40388076686,1.99038,5.17719282107,1.9896917395,1.98722,17.1506973596,17.5382444466,6.11894229887,-0.00238177972204,53.7695,0.0351437,-0.778434413099,-2.03461,-5.2452947079,0.989676,4.96663882803,0.0948968169782,0.0884584093786,26.2711,0.0336545242521
79,2.00586320969,-0.0920611318406,4.17841168668,6.7796091845,2.0088,5.40376087894,2.00820283072,2.00571,16.9966823276,17.0896154088,6.39388916602,-0.00071034073889,54.1941,0.0333089,-1.32377712589,-2.05336,-4.85374200073,0.989495,4.84650068465,0.0939945670262,0.0825119608862,26.3572,0.0324980864973
80,1.99072215347,-0.16314768439,5.28907930516,7.07890390984,1.99362,3.9847567566,1.99316840317,1.99042,15.1797396091,16.8843073394,4.5989189303,-0.0140172821833,54.5713,0.0460649,-8.4042455114,-2.03097,-14.0630061555,0.98981,5.53368927759,0.100396454739,0.0796404427018,26.4358,0.0419695497614
81,2.01689045957,-0.153893371079,5.18029448233,4.63838898315,2.01994,4.33913309096,2.0192937055,2.01681,11.9058925167,17.1419680305,5.00848735131,-0.0120317316135,54.9346,0.034538,-11.2158793034,-2.06707,-11.6942109899,0.985547,5.7867245307,0.0954767061598,0.0811027976015,26.5104,0.0415399238333
82,1.99759060877,-0.105461846471,10.3471506078,5.44489442803,2.0004,7.80671837929,2.00006249805,1.9973,20.0675392739,77.9929286224,9.81495866381,0.0176873518499,55.3471,0.050886,-9.43890664366,-2.12564,-6.11279690758,0.977275,6.33801312565,0.102541331507,0.509786868195,26.5792,0.0745321266875
83,2.10545825147,-0.0729266823261,14.056668056,10.8127204507,2.10741,12.7366699504,2.10776219589,2.10436,43.3209806966,82.4179671001,16.8785212036,0.065486046068,55.8236,0.0611287,0.550701675888,-2.29636,-1.86006188443,0.983189,8.67597148786,0.112460813758,0.51944983797,26.6541,0.101392401119
