AveragePolicySurr,QFunRegParamNorm,MinReturn,Epoch,MaxEsReturn,MaxReturn,MinEsReturn,AverageY,PolicyRegParamNorm,AverageAbsQ,AverageAbsQYDiff,AverageAction,AverageDiscountedReturn,AverageQLoss,AverageEsReturn,Iteration,AverageQ,AverageAbsY,StdEsReturn,StdReturn,AverageReturn
-71.826,53.7643,41.1871517221,118,-152.353667461,963.871348735,-152.353667461,70.3374021012,39.9329,70.3404,1.34726855461,0.0624356,83.5371593277,5.58289,-152.353667461,118,70.3308,70.3407421277,0.0,282.94916238,725.268899497
-72.3624,53.9742,709.899617813,119,5.14422466738,828.084064186,-138.895837692,70.8301624147,40.0556,70.8355,1.38544488028,0.089071,83.7984335713,6.34296,-80.9635636399,119,70.824,70.8355318271,62.087463006,33.3652060264,772.971630972
-72.7975,54.2357,701.032910511,120,-58.8356245571,845.688449328,-202.093228527,71.2898962751,40.2628,71.2899,1.38477428792,0.0722415,75.4963691502,6.3243,-130.464426542,120,71.2816,71.2941245731,71.6288019848,37.3311793536,748.856644868
-73.3638,54.4865,629.455440076,121,-18.6403210955,885.350095152,-193.530533697,71.8566328421,40.4216,71.8636,1.37539188929,0.0504281,87.6951725808,6.0473,-106.085427396,121,71.8479,71.8635929134,87.4451063008,73.164847236,832.378947165
-73.777,54.7333,671.84946267,122,-37.8736603317,745.426562342,-279.109738203,72.2374784081,40.5799,72.2422,1.39737244401,0.0758379,73.2980189609,6.69217,-158.491699267,122,72.2305,72.2446343557,120.618038935,25.6324585374,706.07585503
-74.2527,54.929,634.567970388,123,-351.801344669,722.699222562,-351.801344669,72.7322502744,40.7358,72.7369,1.33468847175,0.0936275,65.4847112523,5.44545,-351.801344669,123,72.7255,72.7377495187,0.0,25.0936423391,681.178224469
-74.6225,55.1552,619.370837936,124,-314.159042389,713.859052363,-314.159042389,73.1550294453,40.9153,73.1602,1.40239520655,0.0874322,70.9347931004,6.93841,-314.159042389,124,73.1499,73.1584760703,0.0,27.2230205165,692.958337502
-74.9509,55.3706,250.798481328,125,-69.4765696479,752.084989949,-265.067311669,73.4869856769,41.008,73.4872,1.37745510075,0.0945058,65.5284609815,6.64109,-167.271940658,125,73.4776,73.4935404772,97.7953710104,125.51182002,627.683201066
-75.4514,55.6209,389.776244086,126,-251.757575179,764.193389017,-251.757575179,73.9371305379,41.1159,73.9468,1.39925268937,0.106519,67.275852303,6.98197,-251.757575179,126,73.9298,73.9471822806,0.0,161.592246767,603.422741714
-75.906,55.8451,618.967913032,127,-170.655970272,733.453221776,-170.655970272,74.3703420199,41.2514,74.3845,1.42966757449,0.0799866,69.3375828373,7.19812,-170.655970272,127,74.3627,74.38083884,0.0,40.6990444239,688.104501621
-76.2985,55.9785,364.750855389,128,-18.6917292537,790.577158422,-104.835927154,74.8298359146,41.4213,74.8342,1.36231670725,0.122645,57.3444414857,6.15025,-47.6325320879,128,74.8243,74.8339148463,40.4498561823,188.134591464,529.73223178
-76.7317,56.2132,625.913432118,129,-317.612489696,867.069261947,-317.612489696,75.2399407355,41.6022,75.2462,1.35864001747,0.0773374,84.1351365573,6.08725,-317.612489696,129,75.2318,75.2467042416,0.0,68.2692778684,795.759216419
-77.1517,56.4473,696.926498682,130,-288.274539349,843.310603478,-288.274539349,75.6287776767,41.6934,75.6356,1.37615645971,0.0629254,75.1540087957,6.44037,-288.274539349,130,75.6241,75.632117999,0.0,48.8331167012,752.390863968
-77.4172,56.663,481.421599657,131,-151.539078363,847.695988912,-151.539078363,75.9445544203,41.8304,75.9502,1.43131292148,0.0921308,82.4337445105,7.18551,-151.539078363,131,75.9367,75.9486370922,0.0,101.117156886,733.334737421
-77.7798,56.8846,812.437477698,132,-6.69143821613,853.399210005,-197.690056237,76.293044739,41.9578,76.3042,1.40147614711,0.0550331,85.6574234017,7.15289,-102.190747226,132,76.2854,76.2992636929,95.4993090104,12.9135640661,826.796766259
-78.1906,57.0844,734.174762982,133,-48.0662903758,805.404021881,-166.144943104,76.6893637157,42.0329,76.6938,1.39361825005,0.0638539,78.8360546003,6.9599,-107.10561674,133,76.6803,76.6930413281,59.039326364,22.2669219211,775.852119124
-78.5808,57.2679,250.962665456,134,-35.654434592,889.489731415,-257.282747823,77.0864950038,42.1743,77.092,1.40670664642,0.070638,85.3594490776,7.78251,-146.468591208,134,77.079,77.0881763752,110.814156616,167.309904992,771.335328423
-78.9903,57.4545,719.5974576,135,-56.1740341915,754.24313937,-218.091214779,77.496652698,42.3291,77.5024,1.39630064019,0.0672948,72.0884505209,6.98821,-137.132624485,135,77.492,77.499828683,80.9585902937,9.10910656151,729.44909378
-79.218,57.6862,813.532838132,136,-180.069918819,923.081615149,-180.069918819,77.7124727079,42.4556,77.7137,1.39479279914,0.077629,86.9949532879,7.06335,-180.069918819,136,77.7046,77.7171119146,0.0,32.3741549829,862.516022822
-79.7357,57.8932,689.579398859,137,-178.067865881,753.582679883,-178.067865881,78.2149910827,42.553,78.2193,1.40143425289,0.0745407,74.9742783408,6.44364,-178.067865881,137,78.207,78.220130736,0.0,17.237909757,714.832630461
-80.0321,58.1354,555.026361434,138,-323.909509456,861.347055783,-323.909509456,78.512938574,42.7201,78.5218,1.41308641684,0.112544,60.1874208642,7.06257,-323.909509456,138,78.5062,78.5155636055,0.0,84.1827577514,617.206281477
-80.4287,58.2899,559.50131096,139,-323.400686105,783.819659636,-323.400686105,78.9162842138,42.8312,78.9204,1.41943908695,0.0928078,64.1582931552,7.36331,-323.400686105,139,78.9103,78.9204478662,0.0,65.2590846132,636.242469253
-80.7385,58.4433,738.93393839,140,-289.526469362,778.345614501,-289.526469362,79.2274550706,42.9509,79.2292,1.36688725529,0.068296,77.2488871839,6.11977,-289.526469362,140,79.2226,79.2324098164,0.0,11.7172360715,763.40159623
-81.0935,58.6531,589.744264939,141,-35.3078881311,842.599859592,-265.81156657,79.6004231693,43.0693,79.6088,1.42691036167,0.0951031,82.4044859275,7.49886,-150.559727351,141,79.5905,79.6043867079,115.25183922,75.7365258686,712.09455986
-81.4966,58.849,65.1876951731,142,-29.208289883,869.132015731,-227.987260907,80.011637499,43.2125,80.0212,1.40197871087,0.116107,75.8666512789,6.9944,-128.597775395,142,80.0069,80.019318109,99.3894855118,220.143776485,740.167937865
-81.8833,59.0361,596.950414132,143,-199.329570669,809.75555054,-199.329570669,80.3794401106,43.3686,80.3887,1.39084553214,0.101364,63.4433771508,7.05797,-199.329570669,143,80.3712,80.3882014806,0.0,58.3926950955,641.809215179
-82.1594,59.2311,396.539015138,144,-122.785842851,697.72514559,-184.453656681,80.718075499,43.5124,80.7324,1.40778170429,0.133414,57.4909866929,7.07671,-153.619749766,144,80.7127,80.7256092824,30.8339069149,89.350964255,499.43958549
-82.3816,59.4731,459.464538812,145,-255.138884289,502.214413921,-255.138884289,80.9137554735,43.6666,80.9133,1.42775261366,0.130866,56.4659800741,7.46503,-255.138884289,145,80.9062,80.9195934282,0.0,14.7949150529,481.945329686
-82.6146,59.6723,672.787158478,146,-95.6999618717,776.13331889,-95.6999618717,81.1436957803,43.8016,81.1511,1.47093686548,0.0911871,75.4522212755,8.59385,-95.6999618717,146,81.1373,81.1499671929,0.0,27.1085725252,722.84419078
-83.0561,59.8655,593.621890195,147,-76.0516873502,722.830569358,-330.580461207,81.5539897292,43.9441,81.5692,1.44606278755,0.109635,70.0030427566,8.04408,-203.316074278,147,81.5462,81.5607201608,127.264386928,35.089204732,689.820913774
-83.4333,60.0594,574.096567851,148,-217.560850294,894.837355172,-217.560850294,81.9262104815,44.092,81.9342,1.4285462065,0.099246,84.3013789413,8.00364,-217.560850294,148,81.9192,81.9334028543,0.0,87.6855688083,761.513475867
-83.7927,60.2471,699.93498283,149,5.54719468698,788.857009935,-180.991541981,82.2139756665,44.2155,82.216,1.37550766382,0.0820693,73.7532537118,6.35583,-87.7221736472,149,82.2066,82.2172580895,93.2693683342,31.1385983171,747.446561772
-84.239,60.4777,561.926821483,150,-287.319692607,795.646335526,-287.319692607,82.6159114502,44.3301,82.6282,1.42882380669,0.0915004,69.8859975594,7.63803,-287.319692607,150,82.6097,82.6287937105,0.0,71.8812502166,679.260306709
-84.7289,60.7035,500.862150677,151,-211.087926595,832.058921915,-211.087926595,83.1293366347,44.441,83.1383,1.4084320922,0.108867,82.5894868745,6.98393,-211.087926595,151,83.1251,83.1342492702,0.0,120.50546099,668.102788659
-84.8738,60.9389,593.837590607,152,-122.009747762,744.160812583,-238.196443722,83.342519806,44.5714,83.3498,1.44521443058,0.0949679,77.6810555566,7.31533,-180.103095742,152,83.3355,83.346303496,58.0933479804,45.279984708,687.549569172
-85.2972,61.0908,558.862620907,153,-123.021202337,885.202149726,-123.021202337,83.7873315522,44.732,83.7872,1.37980511598,0.10306,80.703368595,6.72731,-123.021202337,153,83.7816,83.7898134757,0.0,98.5679220784,720.000456769
-85.5294,61.362,750.370251019,154,-119.341993641,895.526722008,-119.341993641,84.0429182239,44.9042,84.046,1.43876089171,0.0673097,80.5704734831,7.75741,-119.341993641,154,84.0358,84.0462207346,0.0,47.4826537246,830.507409335
-85.8392,61.521,791.706274206,155,-149.229156624,1002.27723484,-149.229156624,84.3408310914,45.0221,84.3445,1.41602403245,0.0836955,92.8648677879,7.52481,-149.229156624,155,84.3304,84.3467968338,0.0,67.0872169164,879.819440014
-86.0903,61.7163,662.774578259,156,-13.0399374667,815.65451221,-253.087416224,84.5754773835,45.1551,84.5853,1.43004713675,0.0764952,75.0399960193,7.4999,-116.632708893,156,84.5711,84.5808713657,100.716195778,44.0759158391,709.707503668
-86.3415,61.9199,707.902708007,157,-238.651989865,765.938520876,-238.651989865,84.8588378313,45.2924,84.867,1.38815703152,0.0690467,73.4433203696,6.76727,-238.651989865,157,84.8548,84.8629290966,0.0,16.7797240942,733.314977271
-86.6359,62.109,681.159639958,158,-12.1926916494,1041.61485573,-257.614083426,85.1976829612,45.4466,85.2065,1.40190681957,0.0764237,85.8700316806,6.97398,-89.1782150957,158,85.1908,85.2023134847,99.9850628882,115.007933396,826.618354384
-86.914,62.3662,642.441753996,159,-6.40331215695,943.326018356,-25.2948551501,85.3982643026,45.6225,85.4015,1.44311034364,0.0755567,85.7066306552,7.55302,-15.8490836535,159,85.3894,85.4023559191,9.44577149658,91.8821724145,803.671650934
-87.2191,62.5656,584.070436132,160,-54.984066724,904.385360985,-254.343468689,85.6747699755,45.742,85.6889,1.45377351798,0.0724162,92.9637234717,7.12421,-154.663767706,160,85.6681,85.680921212,99.6797009825,90.6646164316,801.822282566
-87.6275,62.7168,632.733801541,161,-8.90272122128,704.371250058,-274.556630186,86.103193926,45.8446,86.1135,1.39555315247,0.0873604,70.5211984083,6.25221,-99.09282114,161,86.0997,86.1055954504,96.1912983414,19.4719853085,667.977520387
-87.9872,62.8738,583.101965229,162,-96.2301989659,707.490135006,-198.431616562,86.4711628752,45.973,86.4837,1.45745753535,0.0872083,61.6542045429,7.98802,-147.330907764,162,86.4631,86.4781413897,51.1007087983,37.502322563,655.253411921
-88.1329,63.0402,682.253879612,163,-57.7158110279,909.664203848,-200.07788225,86.6401939934,46.1208,86.6416,1.4355315111,0.064222,72.9545331249,7.86601,-128.896846639,163,86.6346,86.6441456778,71.1810356109,61.0527946546,733.446076543
-88.4564,63.2265,548.6613366,164,-54.1896845557,742.067801647,-279.543291303,86.9558875082,46.2626,86.9649,1.46154497951,0.0789715,67.8425732798,8.21752,-166.866487929,164,86.9505,86.9586876811,112.676803374,65.5703556247,683.922505906
-88.7388,63.377,448.266830834,165,-8.46999813946,599.311833131,-388.121936567,87.233749864,46.3759,87.2409,1.42915188902,0.133923,50.3214858742,6.82794,-198.295967353,165,87.2243,87.2383670427,189.825969214,41.2500852997,476.703810769
-88.9533,63.602,591.339627653,166,-27.0262628636,629.69237757,-27.0262628636,87.4492104421,46.467,87.4598,1.50033645914,0.100949,64.9057151356,9.06202,-27.0262628636,166,87.4462,87.4571079301,0.0,11.1342755923,612.117157934
-89.2651,63.8369,618.291070945,167,-246.686128222,807.254828966,-246.686128222,87.7257351031,46.5881,87.7291,1.4858170017,0.0661949,66.4537397793,9.20583,-246.686128222,167,87.7187,87.7304137562,0.0,66.6288529709,705.948349583
-89.4991,64.063,391.032854764,168,-177.62469988,697.685040092,-297.779375051,87.9864426731,46.7104,87.9862,1.528233442,0.128365,56.1662503192,9.11746,-237.702037465,168,87.9743,87.9918522496,60.0773375856,84.9000209222,506.070251767
-89.7479,64.3191,722.894412241,169,-253.248229268,805.578428122,-253.248229268,88.2199854519,46.8377,88.2352,1.46762606026,0.0643301,80.0573722426,7.89702,-253.248229268,169,88.2169,88.2305169258,0.0,23.1035527708,780.613089272
-90.1359,64.5455,634.570202208,170,-220.409889061,874.052455749,-220.409889061,88.5801501727,46.9249,88.5813,1.47905453148,0.071878,77.2700002097,8.44694,-220.409889061,170,88.5704,88.5844407379,0.0,61.1275601898,729.421938682
-90.4055,64.7128,466.57075696,171,-143.487051171,817.143467689,-268.324484874,88.8220513052,47.0349,88.8313,1.48021540171,0.0953799,70.1283632843,8.45161,-205.905768022,171,88.817,88.8301017671,62.4187168514,109.889090624,620.023769422
-90.7895,64.9139,685.009966297,172,-193.185390276,759.107093969,-193.185390276,89.2307555817,47.1477,89.2362,1.43403266236,0.0809107,75.5382006884,7.49104,-193.185390276,172,89.2254,89.2331441129,0.0,23.3813664897,707.117262343
-91.0558,65.1601,399.321259348,173,-318.912034337,525.639222243,-318.912034337,89.4887383077,47.3204,89.4998,1.52960447582,0.129911,50.8061326236,9.72617,-318.912034337,173,89.4817,89.4921826121,0.0,31.7030146852,489.747734503
-91.3606,65.3557,603.723558997,174,-329.889992987,742.489171377,-329.889992987,89.7903411378,47.4161,89.7991,1.481640791,0.0863374,68.659927866,8.16642,-329.889992987,174,89.7857,89.7949354574,0.0,44.3239725962,680.71893143
-91.6568,65.5904,465.477985436,175,-251.530282675,808.585397425,-251.530282675,90.0805059322,47.5704,90.0874,1.49808046589,0.102498,60.9034950618,8.43285,-251.530282675,175,90.073,90.0855378023,0.0,138.058868133,585.90753213
-92.0315,65.816,591.750238167,176,-3.97185183911,816.32108798,-77.3505773467,90.4677997773,47.6739,90.4692,1.48691439353,0.0619569,77.0330194859,7.89123,-39.3585715702,176,90.4613,90.4743391816,30.0133301031,60.1943069698,779.043335377
-92.2072,65.9878,560.731055326,177,-193.91265223,743.796564417,-193.91265223,90.7138116074,47.8014,90.7263,1.48933039732,0.0890917,62.2699446524,8.06634,-193.91265223,177,90.7069,90.7210274539,0.0,72.5362562945,644.195142369
-92.6223,66.2423,697.498431585,178,-72.6231878094,785.330733941,-355.378763549,91.0553235411,47.8978,91.0579,1.50830574902,0.0691974,74.2344637596,8.73139,-214.000975679,178,91.0512,91.057732993,141.37778787,28.3480993403,739.277531536
-92.8592,66.4142,600.87493432,179,-9.51676770216,712.83440066,-243.446480146,91.2894372777,48.0347,91.2903,1.45969298653,0.0930733,69.1237698184,7.89066,-121.321227059,179,91.2807,91.2953908048,95.7798401839,30.6784521643,645.834554282
-93.1024,66.5998,753.189388415,180,-185.165549609,842.937316269,-185.165549609,91.5554623334,48.1459,91.5688,1.51336217843,0.0564092,82.3446572545,9.3981,-185.165549609,180,91.5522,91.562157878,0.0,27.321672826,817.615645624
-93.3969,66.7723,752.683055819,181,-64.9625895928,845.107587,-64.9625895928,91.8774700392,48.3097,91.8808,1.43902537761,0.0475279,80.538470011,7.36242,-64.9625895928,181,91.8691,91.8814870369,0.0,27.0356530606,820.65180308
-93.6287,66.9451,762.798363204,182,-39.6025760781,829.168978585,-239.29819637,92.1087496501,48.4467,92.1179,1.45125840823,0.0540857,75.7208191508,7.43332,-114.317440862,182,92.1024,92.1115719675,88.9366067064,17.1249388395,785.646114716
-93.7521,67.2086,715.21980098,183,-20.2260798397,761.150624729,-334.573806281,92.1926241141,48.5265,92.201,1.55960210535,0.0645986,72.6921843418,10.2461,-177.39994306,183,92.1884,92.1998003388,157.173863221,15.6851499975,736.669603738
-94.1462,67.341,611.492084997,184,-256.968244211,829.494762053,-256.968244211,92.595025016,48.6247,92.606,1.56326997159,0.0908251,76.6575557065,10.3068,-256.968244211,184,92.5859,92.6027497261,0.0,58.0321238516,684.418457762
-94.3068,67.5732,729.963908726,185,-146.50357038,763.973199016,-146.50357038,92.7807447645,48.7731,92.7871,1.50614312204,0.0651383,73.4852494484,8.59101,-146.50357038,185,92.7753,92.7857270768,0.0,9.48642634885,749.439019091
-94.5077,67.7479,589.973855342,186,-13.8441065653,809.031637788,-315.593210175,92.9358754972,48.8938,92.9457,1.51293114053,0.0630996,74.383181206,8.83568,-125.262660331,186,92.9301,92.9465938386,131.200254902,65.4074599138,747.036547418
-94.8222,67.9649,687.088889755,187,-205.228347993,817.76698469,-205.228347993,93.2392930988,49.0471,93.2406,1.51982907696,0.068961,78.2716900424,8.79079,-205.228347993,187,93.2331,93.2444435998,0.0,40.6010722004,761.260152615
-95.0477,68.1373,745.220730425,188,-48.6287575309,869.362095409,-48.6287575309,93.5003274851,49.1559,93.5165,1.51360283554,0.0777278,79.9025000334,8.66147,-48.6287575309,188,93.4947,93.5070037969,0.0,41.3075819563,804.375453736
-95.3408,68.295,424.788004034,189,-297.482899888,559.534295383,-297.482899888,93.808386864,49.2858,93.8196,1.49738433873,0.128988,60.7406949287,8.58604,-297.482899888,189,93.805,93.8137558706,0.0,32.7601594794,493.078390727
-95.5495,68.4587,550.023028408,190,-293.801794763,636.044959532,-293.801794763,94.0373913231,49.3827,94.0434,1.4774952909,0.113618,65.5724905642,8.49407,-293.801794763,190,94.0278,94.042599534,0.0,24.9696019117,577.878459716
-95.8499,68.6167,689.785906031,191,-277.414339834,840.085969203,-277.414339834,94.2938325213,49.4959,94.2952,1.44143609341,0.0598636,74.49395758,6.56744,-277.414339834,191,94.2882,94.2965959188,0.0,42.7040477146,775.999116559
-96.0034,68.8894,579.007811756,192,-16.6831641409,717.95882088,-246.250747377,94.4638826706,49.639,94.4864,1.56551325145,0.0896652,66.4576186962,10.1369,-94.3421780384,192,94.4577,94.4945085443,107.424597372,46.3094376098,664.0131906
-96.3114,69.073,745.116777098,193,-289.786329921,785.430576699,-289.786329921,94.7601747916,49.7203,94.7698,1.5031825898,0.0588433,72.682627354,8.80445,-289.786329921,193,94.7557,94.7648792711,0.0,13.0134722407,761.88714323
-96.5646,69.2615,608.368161404,194,-70.6001932611,761.02782025,-70.6001932611,94.9870083178,49.8367,95.0033,1.53302986596,0.0782589,72.5887597064,9.65682,-70.6001932611,194,94.981,94.9994510033,0.0,63.334782132,702.342359646
-96.9684,69.3992,48.968274405,195,-10.8097800952,877.167163589,-260.000216698,95.3560019191,49.9134,95.3593,1.51753092062,0.0563065,77.9342254304,8.73488,-137.859608881,195,95.348,95.3625072869,101.790778107,222.81214922,747.366760222
-97.3168,69.5913,676.359370771,196,-22.7448938922,892.0967619,-195.781082827,95.6623973814,50.0057,95.6685,1.51493681068,0.0685134,83.5928972229,8.60916,-109.262988359,196,95.6571,95.6648199403,86.5180944672,66.1321493372,820.892095643
-97.5252,69.7459,688.250866661,197,-245.336013362,812.991655412,-245.336013362,95.949134621,50.1186,95.9572,1.49332143154,0.0725332,73.8209171356,8.49304,-245.336013362,197,95.9422,95.9599947789,0.0,38.074824301,761.264035812
-97.6947,69.9453,759.959530308,198,-270.145807601,892.702247183,-270.145807601,96.0933920207,50.2334,96.1045,1.57435815411,0.0497514,84.7327696956,10.5191,-270.145807601,198,96.0896,96.0995205308,0.0,44.1962029959,825.531997651
-98.0287,70.2445,85.1866758724,199,-232.420534489,824.474406093,-232.420534489,96.4142076909,50.3221,96.4279,1.62632492904,0.0634172,79.8470694952,12.1971,-232.420534489,199,96.4052,96.4199565316,0.0,202.953323457,720.536130241
-98.3922,70.3858,720.692241604,200,-313.18215376,764.163396717,-313.18215376,96.7829680871,50.4398,96.7907,1.50946299047,0.066888,73.3859678377,8.2346,-313.18215376,200,96.7761,96.7867506292,0.0,13.806841188,737.658008875
-98.485,70.5833,671.707200441,201,-2.91810058583,697.153095302,-214.600320781,96.9108287089,50.5576,96.9221,1.55775686076,0.0783867,70.1550181604,10.6949,-120.934596682,201,96.9058,96.9200637441,88.117575467,8.41762596375,686.390670369
-98.7514,70.7613,738.920687946,202,-220.189121895,801.296577503,-220.189121895,97.1682631286,50.6663,97.1734,1.57067952456,0.0652359,76.0575243328,10.2628,-220.189121895,202,97.1611,97.1734904621,0.0,20.6157331391,774.507622086
-99.1039,70.9436,691.742114403,203,-307.022622101,724.713483796,-307.022622101,97.4920164579,50.7696,97.5077,1.55686500012,0.0695063,69.2122310517,9.95589,-307.022622101,203,97.4859,97.5023270536,0.0,9.22405486013,718.020259087
-99.3334,71.1296,538.284358389,204,-416.722382695,625.32404855,-416.722382695,97.721590091,50.8993,97.7356,1.55243289887,0.0991734,60.1501278602,9.5322,-416.722382695,204,97.7177,97.731099376,0.0,27.4560953139,602.758521049
-99.6216,71.3212,797.888986416,205,-114.427438922,829.657380684,-114.427438922,97.9860275413,50.9808,97.9951,1.58318204265,0.062645,82.7236494732,11.1683,-114.427438922,205,97.9775,97.9980795334,0.0,10.8746958407,813.932028593
-99.9364,71.5089,640.742835641,206,-199.65200044,715.85406336,-199.65200044,98.2920776932,51.0957,98.3153,1.61468116852,0.0797424,73.7955223055,11.0944,-199.65200044,206,98.2854,98.3096610662,0.0,24.6521598144,694.370904309
-100.177,71.7022,720.604390627,207,-29.0934872372,957.277618155,-240.445577723,98.5427858176,51.2259,98.553,1.58899262736,0.0763152,89.0340348875,10.1238,-134.76953248,207,98.5382,98.5472009957,105.676045243,71.0380482352,817.949356311
-100.502,71.9097,712.105436223,208,-377.20062578,802.569204194,-377.20062578,98.8613424408,51.3292,98.8694,1.6139336039,0.0755048,78.1278462557,11.3389,-377.20062578,208,98.8562,98.8711703262,0.0,23.8434434238,757.546098135
-100.733,72.0724,74.6509986393,209,-293.483205916,933.097067601,-293.483205916,99.0769388339,51.4431,99.0912,1.53909076685,0.0729461,82.7167449512,8.96198,-293.483205916,209,99.0693,99.0849930347,0.0,230.164781139,733.851124294
-101.045,72.2236,687.105867804,210,-18.5953171066,995.301803312,-342.208768698,99.3650727814,51.5832,99.3706,1.57155504985,0.0630895,92.4971024457,10.6592,-180.632646394,210,99.358,99.3738163046,132.115040897,82.2755643001,915.346424068
-101.324,72.3752,761.141232724,211,-290.450855358,824.631916507,-290.450855358,99.6416947661,51.6664,99.6538,1.56707086228,0.0500926,79.9201613596,10.4181,-290.450855358,211,99.6387,99.6460709351,0.0,16.4179240216,801.770412965
-101.625,72.5436,683.922297424,212,-191.161088656,754.82050876,-191.161088656,99.9913869494,51.7871,100.007,1.56906628823,0.0724461,71.9381159497,10.0909,-191.161088656,212,99.9825,100.002946633,0.0,21.5774796429,717.618130095
-101.879,72.7287,789.617751722,213,-153.761056627,885.810179691,-296.073431318,100.194673635,51.9352,100.213,1.59574642204,0.0489139,80.1680509054,10.8267,-224.917243973,213,100.188,100.200232922,71.1561873454,27.2956908904,822.990177427
-102.282,72.9211,703.545655585,214,-179.366106607,802.828104454,-179.366106607,100.571659682,52.0323,100.578,1.58074741349,0.0572062,77.9903133387,10.0236,-179.366106607,214,100.564,100.579339394,0.0,28.4326666097,774.584138172
-102.591,73.0385,624.879864903,215,-9.50126886075,710.840810103,-166.333008053,100.890648159,52.1013,100.904,1.50365503449,0.0847221,67.3484012914,8.07772,-87.9171384571,215,100.885,100.892748808,78.4158695963,25.8276900707,658.003149856
-102.814,73.246,671.201335345,216,1.80919589448,748.133000602,-198.406292311,101.161624873,52.2338,101.175,1.55142444533,0.075847,72.9788916149,9.28345,-98.298548208,216,101.159,101.166612309,100.107744102,22.566120779,706.065519347
-102.915,73.4696,759.315737647,217,-314.163509856,837.034658988,-314.163509856,101.315270163,52.3616,101.329,1.6075488084,0.051875,84.5442790773,11.3414,-314.163509856,217,101.31,101.323709915,0.0,22.3759107066,801.947353134
-103.156,73.6472,770.544354877,218,-242.077538894,856.049761921,-242.077538894,101.545620782,52.4751,101.556,1.60453251381,0.0529596,79.5531323302,11.9189,-242.077538894,218,101.536,101.551069599,0.0,23.9555456034,796.774488815
-103.321,73.8265,742.255824666,219,-170.482050519,884.79296926,-170.482050519,101.745136584,52.5871,101.761,1.56104495117,0.063507,89.5498259023,9.33649,-170.482050519,219,101.739,101.753873724,0.0,41.6257083514,814.265903867
-103.495,73.9983,598.347201953,220,-365.14142655,746.985117633,-365.14142655,101.922528516,52.6867,101.933,1.53373400074,0.0913517,60.6068896313,9.66103,-365.14142655,220,101.919,101.925075981,0.0,44.7271842182,631.379457478
-103.835,74.1934,735.495343852,221,10.5430106571,864.00062355,-202.56825002,102.226033814,52.8076,102.229,1.56297050786,0.0476046,78.3851129461,10.7739,-73.3623222304,221,102.219,102.229808667,92.7117766006,43.1681465124,814.089983152
-104.047,74.3451,796.049509704,222,-14.7326690084,930.167700478,-220.30596382,102.450473929,52.933,102.458,1.54447052049,0.0551143,99.6058116694,9.91733,-100.143369577,222,102.445,102.455543376,87.4485199815,37.8899188845,867.717901714
-104.273,74.5267,760.308643467,223,-92.7588591677,845.629918875,-195.126518973,102.678746684,53.0715,102.687,1.52480703018,0.0506457,86.0534181148,9.65259,-143.94268907,223,102.673,102.683807891,51.1838299028,29.5127222561,814.157735316
-104.542,74.7323,692.50881722,224,-281.976826127,752.444121974,-281.976826127,102.922552638,53.1544,102.925,1.61061119872,0.0668645,75.9412662393,11.6575,-281.976826127,224,102.914,102.929126514,0.0,16.1635247694,737.475944873
-104.543,74.8959,673.91392118,225,-18.5226824813,809.058361352,-298.234872643,102.943887629,53.2891,102.954,1.56031749294,0.067011,73.6697408759,9.75793,-114.273032848,225,102.939,102.947566087,130.117069035,40.6408768778,733.488381271
-104.777,75.0394,659.076098581,226,-364.243423317,692.500321749,-364.243423317,103.183054845,53.362,103.193,1.58469760464,0.082029,72.1225673331,10.916,-364.243423317,226,103.173,103.186033987,0.0,10.668547891,677.080541004
