MaxEsReturn,AverageAbsQYDiff,AverageAbsQ,Iteration,StdEsReturn,PolicyRegParamNorm,StdReturn,Epoch,AverageAbsY,MaxReturn,AverageAction,MinReturn,AveragePolicySurr,AverageQLoss,AverageQ,QFunRegParamNorm,AverageReturn,AverageEsReturn,AverageDiscountedReturn,MinEsReturn,AverageY
62999.2084341,66.2927105997,27.2535,9,6978.52665177,16.6618,7099.87093587,9,90.3330604315,70263.1419185,0.964963,50815.9311732,-40.4498,5846.06,25.7947,16.4057,59160.9753929,50197.0275986,4966.26261918,39927.809715,89.3035838206
54585.2970676,11.8177986252,74.6504,10,0.0,16.8294,21603.2708305,10,75.9403624806,117498.905642,1.0,53736.1019178,-76.5549,291.491,74.6481,23.6364,78970.9491057,54585.2970676,6782.92605592,54585.2970676,75.9394547532
85098.8219178,8.53164531124,98.1243,11,0.0,16.8329,16079.5303212,11,98.5124214084,117384.466054,1.0,69234.2384428,-101.504,132.109,98.1243,35.5085,81559.8391518,85098.8219178,6830.2522811,85098.8219178,98.5124214084
99972.8636284,9.13789821862,146.636,12,0.0,16.8331,19864.289388,12,146.94925837,117560.363579,1.0,69335.7531181,-151.333,152.641,146.636,47.0572,96040.8042229,99972.8636284,7537.41815191,99972.8636284,146.94925837
37372.5852132,10.361716547,197.605,13,0.0,16.8611,21415.4320591,13,197.904487189,118074.680743,1.0,69405.9675024,-203.069,209.579,197.605,56.7844,100801.246789,37372.5852132,7767.48434456,37372.5852132,197.904487189
84451.8290637,11.2344158787,254.177,14,0.0,16.8612,18224.8586886,14,254.410023186,117128.840441,1.0,69660.2226063,-260.012,253.073,254.177,64.3088,86734.866819,84451.8290637,7191.18798169,84451.8290637,254.410023186
85705.5466462,13.0304850728,316.172,15,0.0,16.8613,19211.2270252,15,316.454128662,117704.545666,1.0,69246.5432086,-322.235,357.965,316.172,71.014,81928.2299295,85705.5466462,6908.56060959,85705.5466462,316.454128662
89047.1552976,13.8805009352,382.033,16,0.0,16.8615,19700.5630942,16,382.276247992,117668.952734,1.0,69349.9300657,-388.273,417.217,382.033,76.3179,95827.4609193,89047.1552976,7496.7405478,89047.1552976,382.276247992
80180.17795,15.2786572425,446.72,17,0.0,16.8617,15978.9330172,17,447.001787172,118140.912188,1.0,69412.735298,-453.327,516.937,446.72,81.6411,108087.110687,80180.17795,8149.30610088,80180.17795,447.001787172
68765.5434284,17.6976163823,513.379,18,0.0,16.862,19527.9915211,18,513.700891247,117794.507791,1.0,69886.5413117,-520.508,811.141,513.379,86.2607,91480.1951938,68765.5434284,7422.54575363,68765.5434284,513.700891247
60142.2942426,18.085423127,571.281,19,0.0,16.8624,22022.7412444,19,571.585832314,117875.73966,1.0,69600.6063098,-578.774,807.854,571.281,90.4629,96313.9366314,60142.2942426,7644.98304328,60142.2942426,571.585832314
49225.6015404,17.8929483043,634.293,20,0.0,16.8627,22536.9835958,20,634.551473995,117848.078299,1.0,69344.4461603,-642.1,722.192,634.293,94.2211,95976.9342141,49225.6015404,7512.32435176,49225.6015404,634.551473995
49891.4833007,19.2112237657,688.135,21,0.0,16.863,18172.4398629,21,688.37221847,117396.114514,1.0,69693.8211748,-695.971,870.623,688.135,98.1986,86871.7066979,49891.4833007,7244.60172332,49891.4833007,688.37221847
73794.819129,20.5587760414,749.426,22,0.0,16.8634,19653.633885,22,749.789980536,117586.567318,1.0,69567.9877873,-757.635,963.368,749.426,101.835,96037.3993961,73794.819129,7567.79960548,73794.819129,749.789980536
55778.8144856,22.8551718063,808.327,23,0.0,16.8636,23386.2107705,23,808.607316242,118026.14747,1.0,69544.185829,-816.661,1369.34,808.324,105.686,89028.7101132,55778.8144856,7260.37076611,55778.8144856,808.607316242
89877.25302,25.2782151221,873.235,24,0.0,16.8638,15265.040263,24,873.588108242,117648.47281,1.0,69417.6034115,-881.736,1932.7,873.235,109.372,100822.257249,89877.25302,7789.24875178,89877.25302,873.588108242
113782.457526,27.8753010258,952.62,25,0.0,16.8642,16102.4677307,25,953.089429496,117611.537743,1.0,68979.2785413,-961.592,2383.34,952.596,112.693,81553.8039457,113782.457526,6811.86364979,113782.457526,953.089429496
100623.779858,26.8765346781,1028.93,26,0.0,16.8644,18586.6366967,26,1029.28742194,117554.416185,1.0,69307.8353454,-1038.34,2140.37,1028.93,115.628,86416.6839471,100623.779858,7068.33977089,100623.779858,1029.28742194
93013.1895072,29.4074235143,1107.66,27,0.0,16.8646,15879.8918398,27,1108.05673723,117769.631971,1.0,70305.8787088,-1117.45,2749.53,1107.66,118.353,105538.917199,93013.1895072,7998.17614161,93013.1895072,1108.05673723
95051.4866449,29.042199454,1177.97,28,0.0,16.8647,19619.1226668,28,1178.32571197,117043.886329,1.0,69293.4278813,-1188.21,2508.55,1177.97,121.005,91179.5075237,95051.4866449,7276.49782822,95051.4866449,1178.32571197
98079.8528674,30.3822418427,1262.83,29,0.0,16.8649,17454.7503108,29,1263.22668362,117429.571069,1.0,55755.1977225,-1273.35,2810.54,1262.83,123.583,82998.1839156,98079.8528674,7013.51625851,98079.8528674,1263.22668362
97839.7392528,35.3461743687,1335.86,30,0.0,16.8649,22515.7853166,30,1336.3121825,117739.32175,1.0,69283.6704996,-1346.66,4466.36,1335.85,126.397,91234.9970169,97839.7392528,7308.05153087,97839.7392528,1336.3121825
48415.1416133,31.6583892616,1399.61,31,0.0,16.8649,21712.0059702,31,1400.02095209,117691.37922,1.0,69263.0266857,-1410.71,2917.71,1399.61,128.676,84419.9146698,48415.1416133,7070.54189611,48415.1416133,1400.02095209
80353.0616332,35.0087568414,1457.8,32,0.0,16.8649,20479.3472047,32,1458.25905225,117750.987775,1.0,69622.2807082,-1469.06,4153.0,1457.8,131.137,98424.076396,80353.0616332,7666.78317572,80353.0616332,1458.25384541
60374.0176738,36.6676219598,1524.88,33,0.0,16.8786,24190.0105392,33,1525.24362823,117815.52002,1.0,57064.9751104,-1536.3,4373.07,1524.88,133.537,94865.0938558,60374.0176738,7512.88931351,60374.0176738,1525.23823393
40127.2219814,39.5140857896,1573.73,34,0.0,16.8941,19573.0917593,34,1574.34582891,117795.082379,1.0,69771.2067905,-1585.42,5258.12,1573.73,135.855,91564.9325945,40127.2219814,7444.99785439,40127.2219814,1574.34582891
38043.248021,37.9925570744,1610.61,35,0.0,16.8941,19505.7474954,35,1611.01995837,117227.151557,1.0,69357.6181911,-1622.2,4617.59,1610.61,137.736,91353.6943662,38043.248021,7360.59813477,38043.248021,1611.01406413
34133.7478346,38.8867818753,1653.44,36,0.0,16.8941,12800.6691839,36,1653.92222577,117851.806219,1.0,70279.0175924,-1664.95,4930.78,1653.44,139.7,96135.5294174,34133.7478346,7654.03165206,34133.7478346,1653.92222577
58802.1196564,41.6647994655,1697.49,37,0.0,16.8941,15261.468698,37,1697.98043087,117929.529753,1.0,69507.2867869,-1708.84,5666.28,1697.43,141.946,100754.833635,58802.1196564,7790.72148812,58802.1196564,1697.98043087
92657.5042197,43.6702595953,1756.58,38,0.0,16.8941,20503.7513108,38,1757.09227449,117610.197984,1.0,69590.4476772,-1767.96,6158.87,1756.58,144.537,88914.6415276,92657.5042197,7240.93684134,92657.5042197,1757.09227449
57328.1483813,44.0862935145,1821.56,39,0.0,16.8941,19555.1928166,39,1821.99492834,117520.510727,1.0,69881.2805399,-1832.89,6985.29,1821.56,146.489,91381.2857355,57328.1483813,7383.86098019,57328.1483813,1821.99492834
35896.5203833,43.4292727629,1862.13,40,0.0,16.8941,21547.2150663,40,1862.5456289,117841.510778,1.0,69311.2250321,-1873.59,6261.85,1862.13,148.429,100823.782539,35896.5203833,7769.44971771,35896.5203833,1862.54469701
76332.7857414,48.6791542015,1901.94,41,0.0,16.8941,16791.918143,41,1902.50638844,117719.311684,1.0,69266.2475137,-1913.17,8277.01,1901.84,150.448,91184.6386416,76332.7857414,7328.43558308,76332.7857414,1902.4932091
83700.0879623,49.004471326,1958.63,42,0.0,16.8941,21371.4466287,42,1959.19688307,117643.160694,1.0,69283.5562141,-1969.96,8832.19,1958.6,152.631,86507.1662468,83700.0879623,7090.58773725,83700.0879623,1959.19688307
75938.588776,46.0864757989,2028.7,43,0.0,16.8941,22050.7356728,43,2029.09139603,117790.783978,1.0,69540.0629766,-2040.04,6715.28,2028.7,154.606,91789.0747313,75938.588776,7460.06001049,75938.588776,2029.06811285
80872.3026942,51.2240945521,2080.29,44,0.0,16.8941,20316.7246209,44,2080.85604,117793.370326,1.0,69649.6945938,-2091.71,9038.17,2080.29,156.403,98505.7105267,80872.3026942,7687.83197295,80872.3026942,2080.85604
99968.2111045,53.2743297988,2149.08,45,0.0,16.8941,19093.7471477,45,2149.69834393,117836.84913,1.0,65339.3256037,-2160.56,10302.4,2149.08,158.332,100403.138922,99968.2111045,7726.36901494,99968.2111045,2149.69834393
82249.7703042,52.5598343242,2210.08,46,0.0,16.8941,21343.7232232,46,2210.6187881,117515.628154,1.0,69261.4343288,-2221.7,9457.51,2210.08,160.01,86538.8068133,82249.7703042,7108.12191287,82249.7703042,2210.53288829
71213.3335694,55.5359870012,2255.72,47,0.0,16.8941,15772.4819991,47,2256.24351725,117554.690365,1.0,69579.1582423,-2267.43,11203.7,2255.68,162.095,79814.0616911,71213.3335694,6926.07335386,71213.3335694,2256.20947914
39151.3587757,52.5896524103,2307.21,48,0.0,16.8941,19587.6597868,48,2307.57655263,117747.663432,1.0,70343.4706692,-2318.96,8906.59,2307.16,163.762,91603.2734809,39151.3587757,7467.40073681,39151.3587757,2307.57655263
84952.1075155,55.5761806483,2362.54,49,0.0,16.8941,17858.9609784,49,2363.06459666,117400.676825,1.0,69414.398977,-2374.28,11167.1,2362.54,165.649,93901.3456028,84952.1075155,7498.87225852,84952.1075155,2363.04798584
86170.9326472,55.3131317559,2425.16,50,0.0,16.8941,20629.0544521,50,2425.66873257,117518.89624,1.0,69516.0947916,-2437.01,10953.2,2425.16,167.264,98356.4256022,86170.9326472,7640.65677135,86170.9326472,2425.65910264
104363.826063,58.0747327282,2499.13,51,0.0,16.8941,18886.8783384,51,2499.75986269,117672.767052,1.0,69253.0538648,-2510.9,11541.6,2499.11,169.073,82177.0159573,104363.826063,7017.64074415,104363.826063,2499.75005671
83967.9320202,59.4843711364,2556.28,52,0.0,16.8941,20533.1410542,52,2556.69124305,117613.119461,1.0,69376.3154736,-2568.13,13499.4,2556.27,170.819,89130.2008482,83967.9320202,7283.26407025,83967.9320202,2556.69124305
69629.1806507,60.1259749671,2608.22,53,0.0,16.8941,17964.854284,53,2608.95366965,117638.544203,1.0,70491.0616442,-2620.22,14380.6,2608.22,172.4,93902.9297913,69629.1806507,7548.81413423,69629.1806507,2608.93707172
54662.7385648,62.3027734969,2648.45,54,0.0,16.8941,16056.8382372,54,2648.89593653,117774.604698,1.0,69505.8206367,-2660.47,14723.7,2648.45,174.066,105627.966455,54662.7385648,8019.73073228,54662.7385648,2648.88381582
42901.4519186,60.9974139539,2699.61,55,0.0,16.8941,17491.9749542,55,2700.16548762,118014.25134,1.0,69775.7316439,-2711.81,12999.9,2699.61,175.734,89263.9571712,42901.4519186,7369.81222507,42901.4519186,2700.16548762
82966.7227076,62.9572730926,2736.1,56,0.0,16.8941,19016.232512,56,2736.58604862,117350.194644,1.0,69196.665623,-2748.11,15585.5,2736.08,177.314,102914.096646,82966.7227076,7775.87017104,82966.7227076,2736.58197643
89343.8178015,65.495954637,2800.38,57,0.0,16.8941,19598.5506767,57,2800.96639033,117586.160264,1.0,69336.4293768,-2812.52,16560.4,2800.36,179.028,96087.854357,89343.8178015,7574.20491531,89343.8178015,2800.96639033
73287.1218038,65.6756069268,2848.56,58,0.0,16.8941,19172.8517696,58,2849.18862842,117802.628381,1.0,69336.6176306,-2860.81,16667.2,2848.52,180.41,105713.95387,73287.1218038,8033.20822719,73287.1218038,2849.13618992
71023.2451274,64.0133082159,2899.54,59,0.0,16.8941,19605.2937578,59,2900.0987741,117403.158223,1.0,69708.011207,-2911.99,15403.4,2899.44,181.929,91253.8737051,71023.2451274,7326.44105281,71023.2451274,2899.9715828
85455.0443845,67.8483125298,2950.96,60,0.0,16.8941,18003.9370499,60,2951.50117177,117828.61757,1.0,69189.7195187,-2963.45,17553.4,2950.96,183.568,98412.6244413,85455.0443845,7670.91240745,85455.0443845,2951.50117177
85121.5798644,67.6491089806,3013.66,61,0.0,16.8941,22333.0628148,61,3014.37152172,117816.994686,1.0,69260.8076319,-3026.39,18421.2,3013.65,185.138,91522.6757675,85121.5798644,7405.23725363,85121.5798644,3014.37152172
55376.8765358,68.9983223274,3064.29,62,0.0,16.8941,20980.0117016,62,3064.766447,118026.58677,1.0,69654.9706811,-3076.98,18122.8,3064.24,186.566,94073.5724431,55376.8765358,7578.91258328,55376.8765358,3064.766447
78002.0251911,69.2173582872,3090.46,63,0.0,16.8941,19649.345703,63,3090.9972733,117587.90821,1.0,67350.6524214,-3103.62,16862.0,3090.45,188.228,91087.8518776,78002.0251911,7319.09179152,78002.0251911,3090.9972733
90058.3243433,71.0555453959,3153.45,64,0.0,16.8941,22683.7722114,64,3154.04839185,117728.623264,1.0,69220.1144194,-3166.78,19860.2,3153.44,189.847,95830.9855411,90058.3243433,7443.51444995,90058.3243433,3154.04839185
47427.1529699,71.7932565882,3195.95,65,0.0,16.8941,21212.1940001,65,3196.58659743,117537.880946,1.0,69338.1052046,-3209.25,20059.3,3195.93,191.362,93429.1855558,47427.1529699,7368.16229867,47427.1529699,3196.58659743
59333.8756057,72.0250246545,3228.15,66,0.0,16.8941,18954.2747279,66,3228.78321194,117774.431645,1.0,69418.1384702,-3241.6,20123.6,3228.12,192.843,103303.364835,59333.8756057,7920.65814047,59333.8756057,3228.78321194
59743.4889546,70.8740674814,3266.12,67,0.0,16.8941,19851.595356,67,3266.57485811,117798.727382,1.0,69281.4727456,-3279.77,18333.2,3266.11,194.147,96040.1265254,59743.4889546,7569.84377484,59743.4889546,3266.57485811
56730.1678157,76.0452725646,3313.64,68,0.0,16.8941,15729.6796867,68,3314.28596386,117345.611985,1.0,69617.9823621,-3327.17,25149.0,3313.51,195.856,102987.570641,56730.1678157,7834.43787285,56730.1678157,3314.28596386
54906.727809,71.3435208445,3337.3,69,0.0,16.8941,22196.1115727,69,3337.75889983,117728.062598,1.0,69301.6230135,-3350.7,18443.5,3337.3,197.218,96122.9341451,54906.727809,7557.60866975,54906.727809,3337.75764474
55469.4582824,77.9958168536,3366.73,70,0.0,16.8941,18171.2891219,70,3367.45973802,117624.670153,1.0,69420.7606776,-3380.34,24930.4,3366.72,198.845,86977.1119904,55469.4582824,7263.63885877,55469.4582824,3367.45973802
78644.6122447,80.2895182014,3412.75,71,0.0,16.8941,11873.36878,71,3413.25801381,117819.499614,1.0,93344.8058115,-3426.33,27642.7,3412.65,200.331,105441.679734,78644.6122447,7977.96477501,78644.6122447,3413.25801381
52745.0330537,75.8896582525,3463.9,72,0.0,16.8941,19999.0192575,72,3464.54605132,117945.52994,1.0,69298.6102007,-3477.79,23270.3,3463.89,201.692,95983.3744101,52745.0330537,7538.00128829,52745.0330537,3464.54605132
95905.2993915,77.5892637813,3509.03,73,0.0,16.8941,17552.6647445,73,3509.65255525,117366.187161,1.0,69387.7307409,-3522.89,23895.8,3509.03,203.07,89087.7701616,95905.2993915,7295.4959966,95905.2993915,3509.65255525
50467.1814161,76.7574297454,3538.19,74,0.0,16.8941,21617.051571,74,3538.78102329,117686.039101,1.0,66484.2271645,-3552.28,25411.1,3538.18,204.37,86290.5229105,50467.1814161,7059.51386514,50467.1814161,3538.78102329
111069.085607,80.3048320707,3588.91,75,0.0,16.8941,22140.6916642,75,3589.51626245,117934.18491,1.0,68370.012724,-3603.01,29339.9,3588.9,205.926,91671.690385,111069.085607,7406.47993539,111069.085607,3589.51626245
86086.7967487,74.5169209258,3641.96,76,0.0,16.8941,19319.4547528,76,3642.49758227,117379.423985,1.0,69990.3623584,-3656.07,19282.8,3641.87,207.145,96138.0022556,86086.7967487,7593.25780185,86086.7967487,3642.49105777
94755.9889262,80.4446530144,3711.39,77,0.0,16.8941,22216.8701479,77,3712.00388019,117845.655147,1.0,56064.3773397,-3725.43,25608.4,3711.31,208.491,87708.6787078,94755.9889262,7221.46355488,94755.9889262,3711.97935602
36904.8031819,78.8532520735,3754.19,78,0.0,16.8941,15567.7381623,78,3754.75272808,117788.716188,1.0,70973.1963511,-3768.43,23504.1,3754.16,209.849,103286.428674,36904.8031819,7939.41949101,36904.8031819,3754.72795295
91631.8267491,82.8063524418,3787.37,79,0.0,16.8941,18964.5849302,79,3788.16136774,117673.929421,1.0,69340.0955992,-3801.96,27520.5,3787.37,211.236,83960.1683524,91631.8267491,6949.16166148,91631.8267491,3788.14046455
56773.1289509,85.1822093335,3815.95,80,0.0,16.8941,18737.4951093,80,3816.47588655,117597.834684,1.0,69444.2153988,-3830.36,31168.9,3815.88,212.637,84623.4305899,56773.1289509,7139.93201752,56773.1289509,3816.44283737
81655.6316228,83.3880817736,3857.39,81,0.0,16.8941,18652.0186896,81,3857.99380063,117739.345162,1.0,70185.1585047,-3871.57,29612.3,3857.32,214.059,103358.142458,81655.6316228,7934.91714059,81655.6316228,3857.99380063
76678.7564854,84.9627902397,3917.96,82,0.0,16.8941,19150.686492,82,3918.64136696,117737.556588,1.0,69329.7864349,-3932.03,27661.5,3917.91,215.26,103167.531631,76678.7564854,7877.04099052,76678.7564854,3918.64136696
56495.1449645,82.7947266922,3940.74,83,0.0,16.8941,19879.848999,83,3941.31093572,117762.542895,1.0,69559.6445054,-3954.8,23832.1,3940.74,216.573,98905.2881786,56495.1449645,7752.1083948,56495.1449645,3941.31093572
71594.9751514,86.3944161285,3981.0,84,0.0,16.8941,24159.5588346,84,3981.59847776,117960.665391,1.0,56963.9860756,-3994.86,33181.4,3981.0,217.865,95003.1669362,71594.9751514,7546.22304827,71594.9751514,3981.59847776
82363.8803563,84.3707315908,4022.84,85,0.0,16.8941,20887.1653909,85,4023.58945384,117950.895391,1.0,69223.591589,-4037.02,27965.9,4022.84,219.172,88998.304503,82363.8803563,7241.10622494,82363.8803563,4023.58945384
38757.8673087,88.8070145457,4049.34,86,0.0,16.8941,17855.4377225,86,4049.91185906,117559.218568,1.0,69459.8374906,-4063.23,38245.2,4049.34,220.419,98368.1521249,38757.8673087,7660.11577836,38757.8673087,4049.91185906
51109.044186,89.408558165,4065.31,87,0.0,16.8941,19241.5292312,87,4066.07201862,117784.398245,1.0,69235.5576242,-4079.34,33865.3,4065.3,221.798,103224.757558,51109.044186,7886.76815002,51109.044186,4066.07201862
71689.7336839,88.0370742972,4108.73,88,0.0,16.8941,19043.398994,88,4109.39664499,117569.839709,1.0,65078.6001575,-4122.56,32687.9,4108.72,223.067,84039.8734989,71689.7336839,6997.12011757,71689.7336839,4109.378382
64050.6618845,82.1158274547,4137.06,89,0.0,16.8941,21488.9665107,89,4137.43450552,117910.683819,1.0,68702.1531629,-4150.7,25058.0,4137.01,224.28,86440.9219607,64050.6618845,7082.90902306,64050.6618845,4137.43450552
96254.0733395,87.7662669316,4171.45,90,0.0,16.8941,21290.9401602,90,4172.04095164,117448.910152,1.0,68718.9089275,-4185.01,28897.7,4171.45,225.681,93367.6612628,96254.0733395,7322.33918258,96254.0733395,4172.04095164
56161.5039478,88.2938054075,4208.53,91,0.0,16.8941,18322.4857087,91,4209.15297486,117426.612396,1.0,69276.5050126,-4221.82,29052.6,4208.52,226.948,93656.3731159,56161.5039478,7461.10677373,56161.5039478,4209.15297486
43425.5084588,92.2634281802,4238.68,92,0.0,16.8941,21994.6761365,92,4239.31217546,117832.08729,1.0,69305.2698301,-4252.05,35722.4,4238.6,228.352,83892.0467473,43425.5084588,6888.48816825,43425.5084588,4239.31217546
76410.010451,92.6761784867,4259.62,93,0.0,16.8941,20633.1484513,93,4260.12197829,117640.507299,1.0,69245.6500405,-4272.69,38991.5,4259.56,229.476,88934.6235264,76410.010451,7230.37377254,76410.010451,4260.12197829
98867.1404174,95.5537352964,4287.27,94,0.0,16.8941,18574.4824621,94,4287.77082485,117838.629,1.0,69595.9828309,-4299.92,40586.3,4287.02,230.76,100776.279317,98867.1404174,7775.35767412,98867.1404174,4287.77082485
89818.5535524,93.0983487549,4342.96,95,0.0,16.8941,19745.0857411,95,4343.58375687,117651.290277,1.0,69537.2157849,-4356.03,37550.7,4342.96,232.24,96077.4953619,89818.5535524,7568.1482447,89818.5535524,4343.58375687
79655.6139709,90.6358252192,4384.83,96,0.0,16.8941,18281.7518911,96,4385.42047848,117390.160928,1.0,69621.1836213,-4397.49,32634.2,4384.83,233.386,93666.8765975,79655.6139709,7458.18656499,79655.6139709,4385.42047848
52746.6825148,93.8291897795,4399.95,97,0.0,16.8941,19614.4113532,97,4400.69672545,117870.108559,1.0,69649.5729265,-4412.47,38340.0,4399.95,234.652,96110.7387749,52746.6825148,7591.08140083,52746.6825148,4400.69672545
83936.3483823,96.5656386767,4433.15,98,0.0,16.8941,18563.9134837,98,4433.66452094,117751.077692,1.0,69264.5597213,-4445.61,40999.8,4433.15,236.052,100852.044753,83936.3483823,7801.89273691,83936.3483823,4433.66452094
53330.6273449,88.6712646039,4476.76,99,0.0,16.8941,19731.003915,99,4477.22929404,117640.925617,1.0,69834.544148,-4488.52,29878.2,4476.76,237.149,96088.7329859,53330.6273449,7584.19640034,53330.6273449,4477.22929404
42961.4060207,91.1730600295,4491.0,100,0.0,16.8941,18568.6171459,100,4491.90438072,117638.026754,1.0,69296.7521593,-4503.01,32059.8,4491.0,238.468,100685.609815,42961.4060207,7730.56084659,42961.4060207,4491.90438072
107283.520382,97.4816880524,4516.5,101,0.0,16.8941,22330.7022141,101,4517.14501073,117610.9031,1.0,69341.1685302,-4528.28,40498.2,4516.5,239.727,91260.8448133,107283.520382,7308.0482984,107283.520382,4517.14501073
71103.8778203,97.0542460545,4556.97,102,0.0,16.8941,18297.5738028,102,4557.48869633,117599.801613,1.0,69540.0705324,-4568.79,41974.2,4556.96,240.998,93711.6345052,71103.8778203,7474.64898257,71103.8778203,4557.48557852
